importer,total_count,product_category_summary_sorted,product_category_actual_sorted
(주)에스파냐,47,"빵류,견과 ",빵류
(주)푸드아레나,47,"과.채주스,과채가공품","과.채주스,과.채가공품"
비더블유아이코리아 주식회사,47,"과실주,맥주,위스키,과.채주스","과실주,맥주,위스키,과.채주스"
더바인컴퍼니,47,과실주,과실주
주식회사 크로스비트레이딩,47,과실주,과실주
(주)뮤즈인터내셔날,47,"맥주,과실주","맥주,과실주"
주식회사 노랑방,47,과실주,과실주
(주)블루와인,47,과실주,과실주
주식회사씨앤에스,47,"과실주,위스키","과실주,위스키"
시즌글라스,47,"과자,올리브유,잼 ,초콜릿 ,과채가공품,소스,토마토캐첩/ 마요네즈,기타 수산물가공품","과자,올리브유,잼,초콜릿가공품,과.채가공품,소스,토마토케첩,기타 수산물가공품,마요네즈"
지성무역,47,"빵류,과자,소스,두류가공품,당근 ,과채가공품","빵류,과자,두류가공품,당근(뿌리,신선),숙면,소스,과.채가공품"
(주)우말인터프라이시스,47,"밀가루 ,콩 ,당류가공품,두류가공품,과채가공품,과자,소금 ,빵류","밀가루,당류가공품,두류가공품,렌즈콩(씨앗,건조),과.채가공품,이집트콩(씨앗,건조),과자,정제소금,비둘기콩(씨앗,건조),강낭콩(씨앗,건조),빵류"
(주)세방유통,47,과채가공품,과.채가공품
(주)에스티푸드,47,"소스,과채가공품,기타 수산물가공품","소스,과.채가공품,기타 수산물가공품"
(주)에이치엠,47,"버터 ,두류가공품,식물성크림/ 유크림 ,과채가공품,기타 수산물가공품","가공버터,두류가공품,식물성크림,과.채가공품,기타 수산물가공품"
지엘피글로벌주식회사,47,"새우 ,기타 수산물가공품","흰다리새우(냉동),기타 수산물가공품,아르헨티나붉은새우(냉동,살)"
(주)빅솔반월공장,47,"건강기능식품용 추출물 ,건강기능식품용 유지 ,두류가공품","이눌린/치커리추출물,EPA 및 DHA 함유 유지,마리골드꽃추출물,두류가공품"
정예무역(주),47,고추 ,"고추(열매,냉동)"
(주)중경약업,47,고추 ,"고추(열매,냉동)"
재우물산,47,"주꾸미 ,갑오징어 ","주꾸미(냉동),갑오징어(냉동)"
주식회사태정,47,돼지고기 ,"돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육)"
(주)해빈,47,돼지고기 ,"돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,기타,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육)"
(주)공식유통,47,돼지고기 ,"돼지고기(기타,돼지고기부산물)"
농업회사법인이촌티엠 주식회사,47,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),돼지고기(냉동,발,돼지고기부산물),소고기(냉동,기타,소부산물)"
(주)미래푸드통상,47,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,횡격막,소부산물)"
청명미트,47,소고기 ,"소고기(냉동,기타,소부산물)"
(주)맑은농산,46,견과 ,"마카다미아(견과,건조),아몬드(견과,건조),캐슈(견과,건조),호두(견과,건조),피칸(견과,건조),브라질넛(견과,건조),피스타치오(견과,건조),땅콩 또는 견과류가공품"
주식회사 네이쳐브릿지,46,"과채가공품,과.채주스,잼 ","과.채가공품,과.채주스,잼"
자스페로인터내셔널,46,과실주,과실주
주식회사 투데이에프앤비,46,과실주,과실주
뱅브로(VINBRO),46,과실주,과실주
유한회사 헬레닉와인,46,"과실주,과채가공품","과실주,과.채가공품"
케이비인터내셔널,46,과자,과자
주식회사 치즈앤푸드,46,"치즈 ,과자,식물성크림/ 유크림 ,버터 ","가공치즈,치즈,과자,가공유크림,버터"
이지푸드 주식회사,46,"과채가공품,빵류","과.채가공품,빵류"
대구농산(주)인천지점,46,"콩 ,밀/ 메밀, 호밀,과채가공품,옥수수 ,대두 ","밀(씨앗),강낭콩(씨앗,건조),이집트콩(씨앗,건조),과.채가공품,옥수수(씨앗),렌즈콩(씨앗,건조),대두(씨앗,건조),호밀(씨앗)"
(주)에스제이씨푸드,46,"주꾸미 ,갑오징어 ,기타 수산물가공품,새우 ","주꾸미(냉동),갑오징어(냉동),기타 수산물가공품,갑오징어(냉동,동체,포장횟감),갑오징어(냉동,슬라이스(S),포장횟감),민물새우(냉동)"
(주)마켓오지상,46,"소스,기타 수산물가공품,두류가공품","소스,기타 수산물가공품,두류가공품"
(주)컨슈머패키지커머스,46,"만두 ,닭고기 ,기타 수산물가공품","만두,닭고기(냉동,다리,닭고기정육/지육),기타 수산물가공품,닭고기(냉동,날개,닭고기정육/지육)"
(주)한국수리미,46,"오징어 ,명태 ,기타 수산물가공품","오징어(냉동,지느러미,자숙),오징어(냉동,동체,자숙),명태(냉동,필렛(F)),기타 수산물가공품,오징어(냉동,자숙)"
주식회사 케이엠물류,46,김치,김치
(주)알티스트,46,"올리브유,두류가공품,당류가공품","올리브유,두류가공품,당류가공품"
주식회사 위더스케이알,46,"버터 ,치즈 ,고추 ","버터,가공치즈,자연치즈,고추(열매,건조)"
(학)건국대학교건국유업.건국햄,46,"치즈 ,버터 ,분유 ","자연치즈,버터,탈지분유"
주식회사 유큐에프코리아,46,"식물성크림/ 유크림 ,분유 ","유크림,전지분유,혼합분유"
썬라이더코리아(주),46,"건강기능식품용 유지 ,건강기능식품용 추출물 ,복합영양소제품","옥타코사놀 함유 유지,복합영양소제품,녹차추출물,가르시니아캄보지아 추출물"
주식회사 티오피트레이딩,46,고추 ,"고추(열매,냉동)"
(주)경호,46,"고추 ,마늘 ,양파 ","고추(열매,냉동),마늘(뿌리,신선),양파(신선)"
서현통상(주),46,"포도 ,아보카도 ","포도(열매,신선),아보카도(열매,신선)"
주식회사 힘수산,46,"주꾸미 ,갑오징어 ","주꾸미(냉동),갑오징어(냉동)"
(주)바다마을,46,고등어 ,"고등어(냉동,필렛(F)),고등어(냉동),고등어(냉동,가염,필렛(F))"
(주)푸드앤리빙,46,"소고기 ,돼지고기 ","소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,머리,소부산물),돼지고기(냉동,머리,돼지고기부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,꼬리,소부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),소고기(냉동,횡격막,소부산물),소고기(냉동,간,소부산물),소고기(냉동,정육(뼈있는것),소고기정육/지육),돼지고기(기타,돼지고기부산물),소고기(냉동,위,소부산물)"
주식회사 엠엘피 ,46,"소고기 ,돼지고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,꼬리,소부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),소고기(냉동,심장,소부산물),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,장,소부산물),소고기(냉동,기타,소부산물)"
저스틴앤컴퍼니,46,돼지고기 ,"돼지고기(기타,돼지고기부산물),돼지고기(냉동,발,돼지고기부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육)"
(주)샘트레이딩,46,소고기 ,"소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,위,소부산물)"
(주) 대두식품,45,"콩 ,두류가공품,견과 ","강낭콩(씨앗,건조),두류가공품,땅콩 또는 견과류가공품,이집트콩(씨앗,건조)"
코리아티브 (COREATIVE),45,"과채가공품,잼 ,당류가공품,치즈 ,소스,견과 ,밀가루 ","과.채가공품,잼,당류가공품,치즈,소스,땅콩 또는 견과류가공품,밀가루"
에이엠트레이드,45,"소스,과채가공품,과자,당류가공품,견과 ,과.채주스,두류가공품","소스,과.채가공품,과자,건면,당류가공품,땅콩 또는 견과류가공품,과.채주스,두류가공품"
주식회사 오센,45,과실주,과실주
퍼플퀸,45,과실주,과실주
미드미통상,45,과자,과자
주식회사 와이에스피씨,45,"과채가공품,두류가공품,과자,소스","과.채가공품,두류가공품,과자,소스"
주식회사 위스트,45,"과자,초콜릿 ","과자,초콜릿가공품"
씨엔씨푸드 주식회사,45,과채가공품,과.채가공품
주식회사 크레아티바,45,"소스,기타 수산물가공품,올리브유,과채가공품,소금 ,당류가공품","소스,기타 수산물가공품,올리브유,과.채가공품,가공소금,당류가공품"
미미식품,45,김치,김치
(주)이노바,45,"초콜릿 ,당류가공품","준초콜릿,밀크초콜릿,초콜릿,당류가공품"
주식회사 프레롱,45,"밀가루 ,버터 ,새우 ,치즈 ","영양강화 밀가루,버터,밀가루,자연치즈,흰다리새우(냉동,살),흰다리새우(냉동,살,자숙)"
아시안푸드,45,소스,소스
(주)헬스앤뉴트리션,45,"복합영양소제품,초콜릿 ,건강기능식품용 추출물 ","복합영양소제품,초콜릿가공품,마리골드꽃추출물"
세움헬스케어,45,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,엠에스엠","영양소,기능성복합제품"
카야니코리아(주),45,"복합영양소제품,건강기능식품용 유지 ,영양소/기능성복합제품","복합영양소제품,영양소,기능성복합제품"
토탈스위스코리아주식회사,45,"복합영양소제품,건강기능식품용 추출물 ","복합영양소제품,밀크씨슬(카르두스 마리아누스) 추출물,마리골드꽃추출물"
주식회사 상평엘앤티글로벌,45,"고추 ,소고기 ,새우 ","고추(열매,냉동),소고기(냉동,기타,소부산물),새우(건조)"
우영통상,45,옥수수 ,옥수수(씨앗)
(주)삼양사울산2공장,45,옥수수 ,옥수수(씨앗)
인천수산,45,주꾸미 ,주꾸미(냉장)
(주)영광통상,45,주꾸미 ,주꾸미(활)
주식회사 삼진에프엔,45,닭고기 ,"닭고기(냉동,발,닭고기부산물)"
은호미트,45,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육)"
비와이인터내셔널 주식회사,45,돼지고기 ,"돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,발,돼지고기부산물),돼지고기(기타,돼지고기부산물),돼지고기(냉동,머리,돼지고기부산물)"
주세페주스티코리아 유한회사,44,"소스,올리브유,과.채주스,과실주","소스,올리브유,과.채주스,과실주"
(주)더오엠글로벌,44,"과채가공품,과.채주스,두류가공품,빵류","과.채가공품,과.채주스,두류가공품,빵류"
코리안와인즈 주식회사,44,과실주,과실주
비노머천트코리아,44,과실주,과실주
아이수마,44,"과실주,올리브유","과실주,올리브유"
(주)그랜드인터내셔날,44,과실주,과실주
(주)이음코리아,44,과실주,과실주
글라스 오브 와인(Glass of wine),44,과실주,과실주
제너럴밀스코리아(주),44,"과자,밀가루 ","과자,영양강화 밀가루"
주식회사삼진씨앤에프,44,과자,과자
(주)디스커버리코리아,44,"소스,잼 ,과자,올리브유,소금 ,과채가공품","소스,잼,과자,올리브유,가공소금,과.채가공품"
(주)에코트레이딩,44,"과채가공품,기타 수산물가공품,영양소/기능성복합제품,올리브유,건강기능식품용 유지 ,건강기능식품용 추출물 ,식물성크림/ 유크림 ","과.채가공품,기타 수산물가공품,영양소,기능성복합제품,올리브유,옥타코사놀 함유 유지,쏘팔메토 열매 추출물,식물성크림"
열방PFG,44,과채가공품,과.채가공품
(주)에이스트레이딩,44,"두류가공품,과채가공품,소스","두류가공품,과.채가공품,소스"
(주)에쓰에프씨상사,44,"과채가공품,시금치 ,고추 ","과.채가공품,시금치(잎,줄기,냉동),고추(열매,냉동)"
주식회사 천진무역,44,"명태 ,기타 수산물가공품","명태(건조),기타 수산물가공품,명태(건조,필렛(F)),명태(냉동),명태(건조,껍질)"
주식회사 신강,44,기타 수산물가공품,기타 수산물가공품
주식회사 금화유통,44,"새우 ,기타 수산물가공품,갑오징어 ","기타 수산물가공품,얼룩새우(냉동),흰다리새우(냉동),갑오징어(냉동)"
남영상사 주식회사,44,"두류가공품,올리브유,당류가공품","두류가공품,올리브유,당류가공품"
(주)티원,44,"초콜릿 ,당류가공품,식물성크림/ 유크림 ","당류가공품,초콜릿,식물성크림,밀크초콜릿,화이트초콜릿,준초콜릿"
(주)에일라코리아,44,맥주,맥주
YESTRADE(예스트레이드),44,위스키,위스키
(주)성우바이오팜,44,"건강기능식품용 유지 ,건강기능식품용 추출물 ","EPA 및 DHA 함유 유지,프로폴리스추출물"
주식회사 과일세상,44,바나나 ,"바나나(열매,신선)"
주식회사 처용,44,"명태 ,고등어 ,청어 ","명태(냉동),명태(냉동,곤이),고등어(냉동),명태(냉동,필렛(F)),청어(냉동),청어(냉동,필렛(F))"
우가네(주),44,오징어 ,"오징어(냉동,동체,자숙),오징어(냉동,다리)"
(주)신대륙수산무역,44,주꾸미 ,주꾸미(활)
(주)제이투에프에스,44,돼지고기 ,"돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,머리,돼지고기부산물),돼지고기(냉동,장,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,발,돼지고기부산물)"
주식회사 마켓메이커,44,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(기타,돼지고기부산물),소고기(냉동,기타,소부산물)"
(주)우수푸드원,44,돼지고기 ,"돼지고기(기타,돼지고기부산물)"
(주)제이에이치푸드시스템,44,"소고기 ,돼지고기 ","소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,머리,소부산물),소고기(냉동,위,소부산물),돼지고기(냉동,발,돼지고기부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,건,소부산물),소고기(냉동,횡격막,소부산물),돼지고기(기타,돼지고기부산물)"
(주)신도미트,44,소고기 ,"소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,횡격막,소부산물),소고기(냉동,머리,소부산물),소고기(냉동,위,소부산물),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,건,소부산물)"
알부자,43,"견과 ,과자","땅콩 또는 견과류가공품,아몬드(견과,건조),호두(견과,건조),과자,브라질넛(견과,건조)"
라스라하스 SDS,43,"두류가공품,기타 수산물가공품,과채가공품,소스,과자,당류가공품,빵류,과.채주스,소금 ","두류가공품,과.채가공품,기타 수산물가공품,소스,과자,당류가공품,빵류,과.채주스,건면,가공소금"
주식회사 월드푸드,43,"소스,만두 ,과채가공품,과.채주스,과자,기타 수산물가공품","소스,과.채가공품,만두피,과.채주스,만두,과자,기타 수산물가공품"
케레스컴퍼니,43,과실주,과실주
주식회사 마크컴퍼니,43,과실주,과실주
까멜라 코리아,43,"위스키,과실주","위스키,과실주"
주식회사 성실푸드,43,"빵류,과자,배추 ","빵류,과자,배추(잎,냉동)"
주식회사 메이프릴,43,"과채가공품,기타 수산물가공품,과자,소스","과.채가공품,기타 수산물가공품,과자,소스"
효성푸드(주),43,"오징어 ,과채가공품,기타 수산물가공품","오징어(냉동,지느러미),오징어(냉동,다리),과.채가공품,오징어(냉동,동체,자숙),기타 수산물가공품"
베베스트 주식회사,43,"소스,과채가공품,당류가공품","소스,과.채가공품,당류가공품"
(주)비엠푸드,43,"기타 수산물가공품,빵류","기타 수산물가공품,빵류"
(주)에이치앤비다이닝,43,"기타 수산물가공품,새우 ","기타 수산물가공품,네점발빨간새우(냉동)"
(주)동양트레이드,43,"소스,기타 수산물가공품","소스,기타 수산물가공품"
(주)제이에이치트레이딩,43,"오징어 ,명태 ,갑오징어 ,주꾸미 ,기타 수산물가공품","오징어(냉동,동체),오징어(냉동,지느러미),명태(냉동),갑오징어(냉동,동체),갑오징어(냉동),주꾸미(냉동),기타 수산물가공품,명태(냉동,필렛(F))"
참바다영어조합법인,43,기타 수산물가공품,기타 수산물가공품
제이엔상사 주식회사,43,"갑오징어 ,주꾸미 ,기타 수산물가공품","갑오징어(냉동),주꾸미(냉동),갑오징어(냉동,다리),갑오징어(냉동,동체,포장횟감),기타 수산물가공품,갑오징어(냉동,동체)"
한국식품,43,김치,김치
"타니코리아 주식회사 (TANI KOREA CO.,LTD)",43,두류가공품,두류가공품
제스트코(주),43,아이스크림 ,비유지방아이스크림
지금,43,위스키,위스키
농업회사법인(주) 다원에프에스,43,고추 ,"고추(열매,냉동)"
(주)후레쉬코,43,"양파 ,당근 ,마늘 ","양파(냉동),당근(뿌리,냉동),마늘(뿌리,냉동)"
한국두부류제조가공협동조합,43,대두 ,"대두(씨앗,건조)"
(주)찬미상사,43,고등어 ,고등어(냉동)
(주)신해통상,43,오징어 ,오징어(냉동)
해운수산,43,주꾸미 ,주꾸미(냉장)
금수산,43,주꾸미 ,"주꾸미(냉장),주꾸미(활)"
(주)제너시스 BBQ,43,닭고기 ,"닭고기(냉동,다리,닭고기정육/지육)"
(주) 엔케이비젼,43,돼지고기 ,"돼지고기(기타,돼지고기부산물)"
제이엔무역,43,"돼지고기 ,소고기 ","소고기(냉동,머리,소부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,횡격막,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육)"
파모빗코리아,42,과.채주스,과.채주스
와인바이레이저스미스,42,과실주,과실주
롯데웰푸드주식회사천안공장,42,"정제/가공을거쳐야하는식품원료,올리브유,과실주,분유 ","정제,가공을거쳐야하는식품원료,올리브유,과실주,혼합분유"
주식회사 한진무역,42,"두류가공품,과자,옥수수 ,과채가공품","두류가공품,과자,옥수수(씨앗),과.채가공품"
에스엔에프 주식회사,42,"소고기 ,닭고기 ,과자,콩 ","염소고기(냉동,지육,염소육 및 부산물),염소고기(냉동,정육(뼈있는 것),염소육 및 부산물),닭고기(냉동,다리,닭고기정육/지육),과자,닭고기(냉동,닭고기정육/지육),닭고기(냉동,가슴,닭고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육),렌즈콩(씨앗,건조),닭고기(냉동,발,닭고기부산물),닭고기(냉동,근위,닭고기부산물),닭고기(냉동,날개,닭고기정육/지육),소고기(냉동,간,소부산물)"
주식회사 스위틀리,42,"과채가공품,기타 수산물가공품,소스,올리브유,과자,버터 ,소금 ","과.채가공품,기타 수산물가공품,소스,올리브유,과자,가공버터,재제소금(재제조소금)"
주식회사 대헌,42,과채가공품,과.채가공품
주식회사 교토아이엔씨,42,"당류가공품,과채가공품","당류가공품,과.채가공품"
해성씨푸드주식회사,42,"기타 수산물가공품,새우 ","기타 수산물가공품,흰다리새우(냉동)"
엘라인유통(주),42,"기타 수산물가공품,새우 ,갑오징어 ,주꾸미 ","기타 수산물가공품,흰다리새우(냉동),갑오징어(냉동,동체),주꾸미(냉동)"
한국하이른파마 주식회사,42,"당류가공품,건강기능식품용 추출물 ,초콜릿 ","당류가공품,프로폴리스추출물,초콜릿"
주식회사 사조대림,42,"명태 ,옥수수 ,청어 ,두류가공품","명태(냉동),옥수수(씨앗),청어(냉동),두류가공품"
헬로바이오,42,"영양소/기능성복합제품,건강기능식품용 유지 ,건강기능식품용 추출물 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품,복합기능성제품"
주식회사 엠케이식품,42,고추 ,"고추(열매,냉동),고추(열매,건조)"
월드수산,42,새우 ,젓새우(염장)
선일통상,42,주꾸미 ,주꾸미(활)
주식회사 삼일수산,42,주꾸미 ,주꾸미(활)
(주)엠케이,42,닭고기 ,"닭고기(냉동,다리,닭고기정육/지육)"
국제무역,42,"닭고기 ,돼지고기 ","닭고기(냉동,다리,닭고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,발,돼지고기부산물)"
(주)앙트레프레너,42,돼지고기 ,"돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,발,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(기타,돼지고기부산물)"
주식회사 영미트,42,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육)"
(주)성창미트,42,"소고기 ,돼지고기 ","소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,건,소부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육)"
(주)씨나브로코리아(CINAVRO KOREA Inc.),41,"당류가공품,견과 ,잼 ,초콜릿 ","당류가공품,땅콩 또는 견과류가공품,잼,준초콜릿"
(주)스칸딕 프라자,41,"과자,과.채주스,초콜릿 ,소스","과자,과.채주스,초콜릿가공품,소스"
자나카 아시안 마켓,41,"빵류,과채가공품,기타 수산물가공품,잼 ,과자,소스,과.채주스,두류가공품,콩 ","빵류,과.채가공품,기타 수산물가공품,과자,소스,잼,기타잼,과.채주스,두류가공품,강낭콩(씨앗,건조)"
타펙스,41,과실주,과실주
주식회사 남극이야기,41,"오징어 ,과실주","오징어(냉동,지느러미),과실주,오징어(냉동,동체)"
바카디코리아(주),41,"위스키,과실주","위스키,과실주"
드링크인터내셔널 주식회사,41,"위스키,과실주","위스키,과실주"
주식회사 하이 파이브 엘앤비,41,"맥주,과실주","맥주,과실주"
(주)엠앤에스코리아,41,"과채가공품,마늘 ,당근 ,양파 ,포도 ,고추 ","과.채가공품,마늘(뿌리,냉동),당근(뿌리,냉동),양파(냉동),포도(열매,냉동),고추(열매,냉동)"
(주)더원 에스에프,41,기타 수산물가공품,기타 수산물가공품
주식회사 에덴수산,41,"기타 수산물가공품,오징어 ","기타 수산물가공품,오징어(냉동,동체)"
해성상사,41,"새우 ,기타 수산물가공품","흰다리새우(냉동,살),북쪽분홍새우(냉동,자숙),기타 수산물가공품"
주식회사 영신엔터프라이즈,41,"기타 수산물가공품,명태 ","기타 수산물가공품,명태(냉동,필렛(F))"
나인수산유통,41,"기타 수산물가공품,오징어 ,새우 ,주꾸미 ","기타 수산물가공품,해물혼합(냉동),오징어(냉동),흰다리새우(냉동),주꾸미(냉동)"
(주)해그린티앤에스,41,"기타 수산물가공품,갑오징어 ","기타 수산물가공품,갑오징어(냉동)"
(주)뉴지상사,41,"기타 수산물가공품,오징어 ,새우 ","기타 수산물가공품,오징어(냉동,지느러미),오징어(냉동,동체),오징어(냉동,다리),흰다리새우(냉동,살,자숙)"
주식회사 희열,41,김치,김치
신수라푸드 주식회사,41,김치,김치
주식회사 성원 에프앤비,41,분유 ,혼합분유
교와무역(주),41,정제/가공을거쳐야하는식품원료,"정제,가공을거쳐야하는식품원료"
한국내추럴이믹스 주식회사,41,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,복합영양소제품","영양소,기능성복합제품,프로폴리스추출물,토마토추출물,복합영양소제품"
주식회사 뉴트리랩스,41,"복합영양소제품,건강기능식품용 유지 ,건강기능식품용 추출물 ,영양소/기능성복합제품,엠에스엠","영양소,기능성복합제품,복합영양소제품,복합기능성제품,감마리놀렌산 함유 유지"
(주)엘케이팔마,41,"건강기능식품용 추출물 ,영양소/기능성복합제품,건강기능식품용 유지 ,엠에스엠","영양소,기능성복합제품,복합기능성제품"
참들나라,41,"새우 ,참깨 ","흰다리새우(냉동,살),흰다리새우(냉동,살,자숙,포장횟감),참깨(씨앗,건조),흰다리새우(냉동,살,자숙)"
(주)엠비케이디,41,"닭고기 ,돼지고기 ","닭고기(냉동,다리,닭고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,머리,돼지고기부산물),돼지고기(냉동,발,돼지고기부산물)"
(주)케이코파,41,돼지고기 ,"돼지고기(냉동,발,돼지고기부산물),돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,횡격막,돼지고기부산물),돼지고기(냉동,장,돼지고기부산물)"
(주)큐미트인터내셔널,41,돼지고기 ,"돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육)"
아우라코퍼레이션,41,돼지고기 ,"돼지고기(냉동,장,돼지고기부산물),돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육)"
주식회사 부민축산,41,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(기타,돼지고기부산물),소고기(냉동,정육(뼈없는것),소고기정육/지육)"
주식회사 대원에프에스,41,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,머리,소부산물),돼지고기(냉동,머리,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,기타,돼지고기부산물),소고기(냉동,횡격막,소부산물)"
(주)명가,41,돼지고기 ,"돼지고기(기타,돼지고기부산물),돼지고기(냉동,기타,돼지고기부산물)"
(주)아이콘미트트레이딩,41,"소고기 ,돼지고기 ","소고기(냉동,기타,소부산물),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,장,소부산물),소고기(냉동,위,소부산물),소고기(냉동,건,소부산물),소고기(냉동,심장,소부산물),소고기(냉동,발,소부산물),소고기(냉동,꼬리,소부산물)"
(주)성일무역,40,"빵류,견과 ,콩 ,김치,두류가공품,포도 ","빵류,땅콩(견과,건조),땅콩 또는 견과류가공품,김치,두류가공품,포도(열매,건조)"
이케이인터내셔널(주),40,"견과 ,건강기능식품용 추출물 ,건강기능식품용 유지 ,영양소/기능성복합제품,복합영양소제품","땅콩 또는 견과류가공품,프로폴리스추출물,영양소,기능성복합제품,EPA 및 DHA 함유 유지,옥타코사놀 함유 유지,복합영양소제품"
(주)한국웰스케어,40,"과채가공품,과.채주스","과.채가공품,과.채주스"
주식회사 마뱅코리아,40,과실주,과실주
주식회사 비뇽,40,"과실주,올리브유","과실주,올리브유"
유진에프엔비,40,과자,과자
프로푸드코리아(주),40,과채가공품,과.채가공품
아미트레이딩,40,"빵류,초콜릿 ,소스,당류가공품,과채가공품,올리브유,소금 ","빵류,준초콜릿,소스,당류가공품,과.채가공품,올리브유,가공소금"
대한종합무역,40,"기타 수산물가공품,빵류,과채가공품","기타 수산물가공품,빵류,과.채가공품"
(주)미래바이오텍,40,"건강기능식품용 추출물 ,건강기능식품용 올리고당 ,기타 수산물가공품,식물성크림/ 유크림 ,건강기능식품용 유지 ,과채가공품","프로폴리스추출물,키토산/키토올리고당,기타 수산물가공품,식물성크림,녹차추출물,가르시니아캄보지아 추출물,과.채가공품,감마리놀렌산 함유 유지,옥타코사놀 함유 유지,밀크씨슬(카르두스 마리아누스) 추출물,곤약감자추출물"
