importer,total_count,product_category_summary_sorted,product_category_actual_sorted
농업회사법인주식회사 팜팩토리,158,"과채가공품,과자","과.채가공품,과자"
대신농산(주)2공장,157,"견과 ,과채가공품,버터 ","땅콩 또는 견과류가공품,아몬드(견과,건조),호두(견과,건조),과.채가공품,땅콩버터,피스타치오(견과,건조),캐슈(견과,건조),피칸(견과,건조)"
(주)에봇,157,"소스,올리브유,소금 ,당류가공품,과채가공품,기타 수산물가공품,견과 ","소스,올리브유,가공소금,당류가공품,과.채가공품,기타 수산물가공품,땅콩 또는 견과류가공품"
벨치즈코리아 유한회사,157,"치즈 ,과자","가공치즈,자연치즈,유함유가공품"
(주)레드슈가,156,과실주,과실주
월푸상사(주),156,"과채가공품,과자,소스,당류가공품,갑오징어 ,빵류,고추 ,주꾸미 ,소금 ,기타 수산물가공품,만두 ,잼 ,초콜릿 ","과.채가공품,과자,소스,당류가공품,갑오징어(냉동),빵류,고추(열매,냉동),주꾸미(냉동),건면,유탕면,기타 수산물가공품,만두,잼,초콜릿가공품"
주식회사 이안상사,156,"과채가공품,양파 ,빵류,당근 ","과.채가공품,양파(냉동),빵류,당근(뿌리,냉동)"
청진식품 주식회사,156,김치,김치
(주)빅토리푸드,156,소고기 ,"소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,위,소부산물),소고기(냉동,횡격막,소부산물),소고기(냉동,건,소부산물)"
비노테크 주식회사,155,과실주,과실주
(주)푸드야식품,155,"과채가공품,기타 수산물가공품,김치","과.채가공품,기타 수산물가공품,김치"
주식회사 동광무역,155,위스키,위스키
(주)알진인터내셔날,155,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,엠에스엠,복합영양소제품","영양소,기능성복합제품,복합영양소제품,EPA 및 DHA 함유 유지,복합기능성제품,감마리놀렌산 함유 유지,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
(주)산양미트,155,소고기 ,"염소고기(냉동,지육,염소육 및 부산물),염소고기(냉동,정육(뼈있는 것),염소육 및 부산물),염소고기(냉동,위,염소육 및 부산물)"
주식회사 복성무역,154,"과채가공품,과자,견과 ","과.채가공품,과자,땅콩 또는 견과류가공품"
(주)훼밀리인터내셔날,154,"소스,과자,버터 ,초콜릿 ,올리브유,빵류,잼 ,당류가공품,과.채주스,기타 수산물가공품","소스,과자,땅콩버터,초콜릿가공품,올리브유,빵류,잼,당류가공품,과.채주스,기타 수산물가공품"
(주)나루글로벌,154,과실주,과실주
(주)티엠지홀딩스,154,"기타 수산물가공품,초콜릿 ,빵류,당류가공품,과자,소스,소금 ","기타 수산물가공품,초콜릿가공품,빵류,당류가공품,과자,소스,가공소금"
(주)오픈찬스,154,초콜릿 ,"준초콜릿,초콜릿가공품,초콜릿,밀크초콜릿,화이트초콜릿"
핸썸푸드(주),154,"소고기 ,돼지고기 ","소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,횡격막,소부산물),소고기(냉동,머리,소부산물),소고기(냉동,정육(뼈있는것),소고기정육/지육),돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,위,소부산물),소고기(냉동,건,소부산물),소고기(냉동,꼬리,소부산물),돼지고기(냉장,기타,돼지고기부산물)"
주식회사한국마루비시,153,"밀가루 ,당류가공품,과채가공품,초콜릿 ,기타 수산물가공품,식물성크림/ 유크림 ,과자,치즈 ,견과 ","밀가루,당류가공품,과.채가공품,기타 수산물가공품,초콜릿,영양강화 밀가루,준초콜릿,과자,식물성크림,화이트초콜릿,밀크초콜릿,가공치즈,땅콩 또는 견과류가공품,가공유크림"
전국식자재유통협동조합,153,"김치,기타 수산물가공품,새우 ","김치,기타 수산물가공품,흰다리새우(냉동,살,자숙),흰다리새우(냉동,살)"
주식회사 선진수산,153,"주꾸미 ,기타 수산물가공품,오징어 ","주꾸미(냉장),기타 수산물가공품,오징어(냉동),오징어(냉동,동체)"
(주)캐니스,152,"당류가공품,견과 ,과자,초콜릿 ,버터 ,잼 ,과채가공품,식물성크림/ 유크림 ","당류가공품,땅콩 또는 견과류가공품,과자,버터,초콜릿가공품,잼,초콜릿,과.채가공품,땅콩버터,식물성크림"
주식회사 더 청마루푸드,152,김치,김치
주식회사 와이즈스타코리아,152,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,엠에스엠,복합영양소제품","영양소,기능성복합제품,복합영양소제품,복합기능성제품"
스미후루코리아(주),152,바나나 ,"바나나(열매,신선)"
(주)산동통상,151,"견과 ,콩 ","땅콩 또는 견과류가공품,땅콩(견과,건조),땅콩(견과,신선)"
우선상사,151,"김치,견과 ,콩 ","김치,땅콩(견과,건조)"
(주)나라스피릿,151,"과실주,위스키","과실주,위스키"
주식회사 엔바이오텍,151,"과채가공품,건강기능식품용 추출물 ,기타 수산물가공품,분유 ","과.채가공품,기타 수산물가공품,가르시니아캄보지아 추출물,녹차추출물,쏘팔메토 열매 추출물,밀크씨슬(카르두스 마리아누스) 추출물,회화나무열매추출물,혼합분유,바나바잎 추출물,프로폴리스추출물"
(주)은하수산,151,"주꾸미 ,새우 ,기타 수산물가공품,갑오징어 ,고등어 ,소스","주꾸미(냉장),흰다리새우(냉동,살),해물혼합(냉동),기타 수산물가공품,고등어(냉동,필렛(F)),흰다리새우(냉동,살,자숙),주꾸미(냉동),얼룩새우(냉동,살)"
펠리시타로스터리(주),151,원두 ,"커피원두(씨앗,건조)"
(주)바프,150,"견과 ,과자,과채가공품","아몬드(견과,건조),땅콩 또는 견과류가공품,캐슈(견과,건조),마카다미아(견과,건조),호두(견과,건조),피칸(견과,건조),피스타치오(견과,건조),과자,과.채가공품"
주식회사 원아,150,"과채가공품,과.채주스,건강기능식품용 추출물 ,두류가공품,건강기능식품용 유지 ,엠에스엠","과.채가공품,과.채주스,밀크씨슬(카르두스 마리아누스) 추출물,두류가공품,EPA 및 DHA 함유 유지,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
효성인터내셔널(주),150,"초콜릿 ,과자,소스,과채가공품,잼 ,치즈 ,올리브유,두류가공품,빵류","과자,초콜릿가공품,소스,과.채가공품,잼,자연치즈,올리브유,두류가공품,준초콜릿,빵류,초콜릿,밀크초콜릿,치즈"
(주)위앤코리아,149,"치즈 ,과채가공품,올리브유,두류가공품,과자,소스","자연치즈,과.채가공품,치즈,올리브유,두류가공품,과자,소스,가공치즈"
상미식품주식회사,149,"과채가공품,마늘 ,당근 ,소스,소고기 ","과.채가공품,마늘(뿌리,냉동),당근(뿌리,냉동),소스,소고기(냉동,정육(뼈없는것),소고기정육/지육)"
(주)하버마린,149,"기타 수산물가공품,새우 ","기타 수산물가공품,흰다리새우(냉동,살,자숙,포장횟감)"
해천식품,149,"김치,배추 ","김치,배추(잎,신선)"
엠즈베버리지(주),149,맥주,맥주
(주)에이치알엘,149,빵류,빵류
씨앤에이치에프에스(주),149,"치즈 ,우유 ,식물성크림/ 유크림 ","가공치즈,치즈,우유,자연치즈,가공유크림"
(주)비휴,149,위스키,위스키
블리스리쿼,149,위스키,위스키
(주)헬스프랜드,149,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품"
(주)우리와푸드,149,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,발,돼지고기부산물),돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),소고기(냉동,위,소부산물),돼지고기(냉동,위,돼지고기부산물),돼지고기(냉동,머리,돼지고기부산물),돼지고기(냉동,기타,돼지고기부산물)"
부광미트,149,"돼지고기 ,소고기 ","돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육)"
(주)마이와인즈,148,"과실주,맥주","과실주,맥주"
(유)고향식품,148,김치,김치
태성무역,147,"과채가공품,소스,만두 ,기타 수산물가공품,두류가공품,견과 ","과.채가공품,소스,만두피,기타 수산물가공품,두류가공품,땅콩 또는 견과류가공품"
대한제당(주)경북영업소,147,"고등어 ,오징어 ,기타 수산물가공품,주꾸미 ,새우 ,명태 ,청어 ,갑오징어 ","고등어(냉동),기타 수산물가공품,오징어(냉동,동체),주꾸미(냉동),오징어(냉동,지느러미),고등어(냉동,필렛(F)),흰다리새우(냉동),명태(냉동,필렛(F)),해물혼합(냉동),오징어(냉동,다리),갑오징어(냉동,동체),오징어(냉동),청어(냉동,필렛(F)),청어알(냉동,알,캐비아대용)"
주식회사 비티씨,146,"건강기능식품용 유지 ,과채가공품,건강기능식품용 올리고당 ,건강기능식품용 추출물 ,두류가공품","EPA 및 DHA 함유 유지,과.채가공품,키토산/키토올리고당,마리골드꽃추출물,호로파종자추출물(제2019-15호),두류가공품,헤마토코쿠스 추출물,은행잎 추출물,풋사과추출물 애플페논(Applephenon)(제2020-9호)"
주식회사오션스퀘어,146,"기타 수산물가공품,새우 ,갑오징어 ,주꾸미 ,오징어 ,과채가공품,빵류","기타 수산물가공품,흰다리새우(냉동,살,포장횟감),갑오징어(냉동,동체),갑오징어(냉동),주꾸미(냉동),오징어(냉동,지느러미),과.채가공품,빵류"
문푸드 주식회사,146,김치,김치
(주)파르마코리아,146,"버터 ,치즈 ,분유 ,식물성크림/ 유크림 ,우유 ","가공버터,자연치즈,탈지분유,가공유크림,유크림,전지분유,식물성크림,버터,혼합분유,우유"
(주)치코비노인터내셔날,145,과실주,과실주
주식회사 스플래쉬인터내셔널,145,맥주,맥주
삼봉수산,145,명태 ,명태(냉장)
(주)미트뱅크코리아,145,"닭고기 ,돼지고기 ,소고기 ","닭고기(냉동,다리,닭고기정육/지육),돼지고기(냉동,횡격막,돼지고기부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,발,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,위,소부산물),닭고기(냉동,가슴,닭고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,건,소부산물)"
농업회사 법인 유재식품 주식회사,145,닭고기 ,"닭고기(냉동,다리,닭고기정육/지육),닭고기(냉동,날개,닭고기정육/지육)"
(주)유명푸드,145,"소고기 ,돼지고기 ","소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,머리,소부산물),돼지고기(기타,돼지고기부산물),소고기(냉동,횡격막,소부산물),소고기(냉동,위,소부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육)"
주식회사 아이씨인터네셔날,144,"기타 수산물가공품,새우 ","기타 수산물가공품,흰다리새우(냉동,살,자숙,포장횟감),흰다리새우(냉동,자숙),북쪽분홍새우(냉동,살,포장횟감)"
주식회사 엔비코퍼레이션,144,원두 ,"커피원두(씨앗,건조)"
(주)네츄럴라이프,144,"복합영양소제품,건강기능식품용 추출물 ,영양소/기능성복합제품","복합영양소제품,영양소,기능성복합제품"
(주)근영,144,돼지고기 ,"돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,기타,돼지고기부산물),돼지고기(냉동,위,돼지고기부산물)"
주식회사 대상다이브스,143,"원두 ,빵류","커피원두(씨앗,건조),빵류"
(주)신성에프에스,143,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(기타,돼지고기부산물),돼지고기(냉동,장,돼지고기부산물),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,정육(뼈있는것),소고기정육/지육)"
(주)한국싱글몰트위스키소사이어티,142,"위스키,맥주","위스키,맥주"
주식회사 와이무역,142,위스키,위스키
(주)시그마통상,142,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(기타,돼지고기부산물),돼지고기(냉동,발,돼지고기부산물)"
씨엠인터내셔날(C.M.International),142,소고기 ,"소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,머리,소부산물),소고기(냉동,건,소부산물),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,횡격막,소부산물),소고기(냉동,위,소부산물),소고기(냉동,꼬리,소부산물),소고기(냉동,기타,소부산물)"
주식회사 엘코어코퍼레이션,141,"과채가공품,과.채주스","과.채가공품,과.채주스"
(주)이오와이즈,141,과채가공품,과.채가공품
(주)엠에스에프,141,돼지고기 ,"돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육)"
"주식회사 카보드(Kavod Co.,Ltd.)",140,"과실주,올리브유,과.채주스,맥주","과실주,올리브유,과.채주스,맥주"
폰테라코리아 유한책임회사,140,"치즈 ,아이스크림 ","자연치즈,아이스크림,가공치즈"
(주)민트레이딩코리아,140,오징어 ,"오징어(냉동,동체),오징어(냉동,지느러미),오징어(냉동,다리)"
주식회사 서초,139,김치,김치
주식회사 제이비푸드,139,돼지고기 ,"돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육)"
(주)진앤리인터내셔날,139,"소고기 ,돼지고기 ","소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,횡격막,소부산물),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,머리,소부산물),돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,건,소부산물),소고기(냉동,장,소부산물),소고기(냉동,꼬리,소부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),소고기(냉동,위,소부산물)"
매일유업(주)광주공장,138,"과채가공품,견과 ,과.채주스","과.채가공품,땅콩 또는 견과류가공품,과.채주스"
오안네스푸드 주식회사,138,"과채가공품,기타 수산물가공품,소스,과.채주스,두류가공품","과.채가공품,기타 수산물가공품,소스,과.채주스,두류가공품"
유로라인컴퍼니(EUROLINE COMPANY),138,"잼 ,과자,올리브유,기타 수산물가공품,소스,빵류,치즈 ,당류가공품,과채가공품","잼,과자,올리브유,기타 수산물가공품,소스,빵류,당류가공품,자연치즈,과.채가공품,가공치즈"
씨이에프인터내쇼널,138,"초콜릿 ,버터 ,과자,빵류","초콜릿,밀크초콜릿,화이트초콜릿,코코아버터,과자,빵류"
딤채마을,138,김치,김치
(주)범호통상,138,"치즈 ,아이스크림 ,갑오징어 ,주꾸미 ","치즈,자연치즈,가공치즈,아이스크림,갑오징어(냉동),주꾸미(냉동)"
뉴트리코리아(주),138,"영양소/기능성복합제품,건강기능식품용 유지 ,건강기능식품용 추출물 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품,프로폴리스추출물,복합기능성제품,감마리놀렌산 함유 유지,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
(주)엔제이,136,"과자,빵류,견과 ,초콜릿 ","과자,빵류,땅콩 또는 견과류가공품"
주식회사 밀레짐와인,136,"과실주,맥주","과실주,맥주"
인덜지(주),136,"위스키,과실주","위스키,과실주"
(주)공차코리아,136,"당류가공품,식물성크림/ 유크림 ,과채가공품","당류가공품,식물성크림,과.채가공품"
진영무역,136,"당근 ,양파 ,고추 ,양배추 ,소스,과채가공품,두류가공품,시금치 ,기타 수산물가공품","당근(뿌리,냉동),양파(냉동),고추(열매,냉동),양배추(잎,냉동),소스,과.채가공품,두류가공품,시금치(잎,줄기,냉동),기타 수산물가공품"
한서푸드 주식회사,136,김치,김치
제니코식품(주),136,"치즈 ,버터 ,밀가루 ","자연치즈,버터,가공치즈,가공버터,밀가루,치즈"
(주)에프디랩,136,"영양소/기능성복합제품,건강기능식품용 유지 ,엠에스엠,건강기능식품용 추출물 ,복합영양소제품","영양소,기능성복합제품,복합영양소제품"
주식회사 미트이노베이션,136,"돼지고기 ,소고기 ","돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,발,돼지고기부산물),소고기(냉동,정육(뼈없는것),소고기정육/지육),돼지고기(냉동,머리,돼지고기부산물),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,기타,소부산물)"
(주)오리온,135,"분유 ,과채가공품,견과 ,치즈 ,버터 ,빵류,밀가루 ","과.채가공품,아몬드(견과,건조),가공치즈,혼합분유,전지분유,코코아버터,빵류,탈지분유,밀가루"
디케이통상,135,"견과 ,두류가공품,콩 ,고추 ","땅콩 또는 견과류가공품,두류가공품,땅콩(견과,건조),고추(열매,냉동),강낭콩(씨앗,건조)"
(주)글로벌서비스,135,"초콜릿 ,과자,과채가공품,밀/ 메밀, 호밀,밀가루 ,보리 ,견과 ,당류가공품,빵류,두류가공품","초콜릿가공품,과자,밀크초콜릿,과.채가공품,준초콜릿,메밀(씨앗),밀가루,보리(씨앗),땅콩 또는 견과류가공품,당류가공품,빵류,초콜릿,두류가공품"
(주) 뱅 레어,135,과실주,과실주
주식회사 젤리젤리,135,"빵류,과자,초콜릿 ,식물성크림/ 유크림 ","빵류,과자,초콜릿가공품,준초콜릿,밀크초콜릿"
주식회사 위레스코,135,"올리브유,소스,과채가공품,버터 ,소금 ","올리브유,소스,과.채가공품,땅콩버터,가공소금"
주식회사산들푸드,135,김치,김치
(주)세움,134,견과 ,"땅콩 또는 견과류가공품,캐슈(견과,건조),호두(견과,건조),브라질넛(견과,건조),아몬드(견과,건조),마카다미아(견과,건조)"
한국유업 주식회사,134,"치즈 ,빵류","자연치즈,빵류"
(주)덕신,134,명태 ,명태(냉장)
넛츠팜(주),133,"견과 ,과채가공품","호두(견과,건조),아몬드(견과,건조),과.채가공품,피칸(견과,건조),캐슈(견과,건조),피스타치오(견과,건조),땅콩 또는 견과류가공품,마카다미아(견과,건조)"
케이피라인(주),133,"기타 수산물가공품,과자,소스,견과 ,식물성크림/ 유크림 ,당류가공품,과채가공품,두류가공품","기타 수산물가공품,과자,소스,땅콩 또는 견과류가공품,식물성크림,당류가공품,유탕면,과.채가공품,두류가공품"
(주)스패드코리아,133,"치즈 ,소스,올리브유,두류가공품,과채가공품,과자,우유 ,밀가루 ,소금 ","자연치즈,소스,올리브유,두류가공품,과.채가공품,과자,우유,밀가루,가공소금"
서울우유(협)안산공장,133,"치즈 ,버터 ,식물성크림/ 유크림 ","자연치즈,버터,가공치즈,치즈,가공유크림,가공버터"
(주)코주부 B&F,133,"소고기 ,돼지고기 ","소고기(냉동,정육(뼈없는것),소고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육)"
(주)월드쥬스,132,과채가공품,과.채가공품
코미무역(주),132,"갑오징어 ,기타 수산물가공품,주꾸미 ,오징어 ","갑오징어(냉동),기타 수산물가공품,갑오징어(냉동,슬라이스(S),포장횟감),갑오징어(냉동,동체),오징어(냉동),주꾸미(냉동),주꾸미(냉동,자숙,포장횟감),오징어(냉동,구운,포장횟감)"
아진종합상사,132,김치,김치
주식회사에스와이인터내셔널,132,"치즈 ,버터 ,우유 ,식물성크림/ 유크림 ","가공치즈,버터,치즈,우유,자연치즈,가공유크림"
(주)심우식품,132,"소고기 ,돼지고기 ","소고기(냉동,정육(뼈없는것),소고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,횡격막,돼지고기부산물),소고기(냉동,정육(뼈있는것),소고기정육/지육),돼지고기(냉동,발,돼지고기부산물),돼지고기(기타,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),소고기(냉동,머리,소부산물),소고기(냉동,꼬리,소부산물)"
주식회사 제이케이오션스,131,"새우 ,기타 수산물가공품,주꾸미 ,고등어 ,오징어 ","기타 수산물가공품,흰다리새우(냉동),얼룩새우(냉동),주꾸미(냉동),얼룩새우(냉동,살),얼룩새우(냉동,자숙),고등어(냉동),오징어(냉동,동체)"
주식회사 노바스텔라,131,"기타 수산물가공품,잼 ,초콜릿 ","기타 수산물가공품,잼,초콜릿가공품"
(주)아이비에스,131,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품,복합기능성제품,EPA 및 DHA 함유 유지,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
(주)빈티지코리아,130,과실주,과실주
(주)비전바이오켐,130,"보리 ,밀/ 메밀, 호밀,두류가공품,건강기능식품용 유지 ","보리(씨앗),밀(씨앗),두류가공품,호밀(씨앗),EPA 및 DHA 함유 유지"
에이이브랜드코리아 유한회사,130,맥주,맥주
(주)삼익유가공,130,"정제/가공을거쳐야하는식품원료,분유 ,치즈 ,버터 ,식물성크림/ 유크림 ","정제,가공을거쳐야하는식품원료,혼합분유,자연치즈,가공버터,탈지분유,유크림,가공치즈"
(주)글로벌와이케이,130,"빵류,소스","빵류,소스"
티에스투 트레이딩,130,위스키,위스키
(주)씨코푸드,130,소고기 ,"소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,횡격막,소부산물),소고기(냉동,머리,소부산물),소고기(냉동,위,소부산물),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,기타,소부산물),소고기(냉동,건,소부산물)"
(주)엘비,129,과실주,과실주
청송무역(주),129,"당근 ,과채가공품,양파 ","당근(뿌리,신선),과.채가공품,양파(신선)"
(주)대흥식품,129,돼지고기 ,"돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,기타,돼지고기부산물),돼지고기(냉동,장,돼지고기부산물),돼지고기(냉동,발,돼지고기부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육)"
(주)트라이콤바이오,128,"두류가공품,건강기능식품용 추출물 ,과채가공품,치즈 ,엠에스엠,분유 ,당류가공품,우유 ,견과 ,발효유 ","두류가공품,가르시니아캄보지아 추출물,과.채가공품,가공치즈,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰),전지분유,당류가공품,우유,땅콩 또는 견과류가공품,발효유분말"
주식회사 레드와인앤제이와이,128,과실주,과실주
무인양품(주),128,"과자,소스,초콜릿 ,과채가공품,빵류","과자,소스,초콜릿가공품,과.채가공품,빵류,기타 어육가공품,준초콜릿"
주식회사 다인푸드시스템,128,"기타 수산물가공품,새우 ,주꾸미 ,오징어 ","기타 수산물가공품,흰다리새우(냉동,살),흰다리새우(냉동,살,포장횟감),얼룩새우(냉동,살,포장횟감),주꾸미(냉동,자숙,포장횟감),오징어(냉동,슬라이스(S),포장횟감),주꾸미(냉동),흰다리새우(냉동,살,자숙),흰다리새우(냉동,살,자숙,포장횟감)"
천일식품(주),128,"양파 ,기타 수산물가공품,당근 ,새우 ,주꾸미 ","양파(냉동),기타 수산물가공품,당근(뿌리,냉동),흰다리새우(냉동,살,자숙),주꾸미(냉동)"
주식회사 제이케이무역,128,위스키,위스키
주식회사 네추럴웨이브,128,"건강기능식품용 유지 ,영양소/기능성복합제품,엠에스엠,건강기능식품용 추출물 ,복합영양소제품","영양소,기능성복합제품,감마리놀렌산 함유 유지,복합기능성제품,복합영양소제품"
한정(주),128,"영양소/기능성복합제품,건강기능식품용 유지 ,건강기능식품용 추출물 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품,감마리놀렌산 함유 유지"
주식회사 이마트24,127,"과자,과.채주스,견과 ,분쇄가공육제품,빵류,초콜릿 ","과자,과.채주스,땅콩 또는 견과류가공품,분쇄가공육제품,빵류,초콜릿,밀크초콜릿"
호메오와인갤러리 주식회사,127,과실주,과실주
(주)아하,127,"옥수수 ,당류가공품,소금 ,과자,소스","옥수수(씨앗),당류가공품,가공소금,과자,소스"
주식회사엠오유통,127,"소스,빵류,기타 수산물가공품,과채가공품,과자","소스,빵류,기타 수산물가공품,과.채가공품,과자"
(주)이스트밸리,127,"소고기 ,치즈 ,빵류","소고기(냉동,정육(뼈없는것),소고기정육/지육),자연치즈,소고기(냉동,꼬리,소부산물),소고기(냉동,건,소부산물),빵류,소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,머리,소부산물),가공치즈"
(주)네이처생명과학,127,"영양소/기능성복합제품,건강기능식품용 유지 ,건강기능식품용 추출물 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품,프로폴리스추출물,복합기능성제품"
주식회사 굿스트레이딩,127,"닭고기 ,돼지고기 ,소고기 ","닭고기(냉동,다리,닭고기정육/지육),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,기타,소부산물),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉동,기타,돼지고기부산물)"
주식회사 오감미트,127,"돼지고기 ,소고기 ","돼지고기(냉동,횡격막,돼지고기부산물),소고기(냉동,정육(뼈있는것),소고기정육/지육),소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,건,소부산물),돼지고기(냉동,정육(뼈없는것),돼지고기정육/지육),돼지고기(냉동,정육(뼈있는것),돼지고기정육/지육),돼지고기(냉장,정육(뼈없는것),돼지고기정육/지육),돼지고기(기타,돼지고기부산물),소고기(냉동,횡격막,소부산물),소고기(냉동,간,소부산물),소고기(냉동,꼬리,소부산물),돼지고기(냉동,발,돼지고기부산물),소고기(냉동,머리,소부산물),소고기(냉동,지방,소부산물),소고기(냉동,기타,소부산물)"
(주)오케이푸드,127,소고기 ,"소고기(냉동,정육(뼈없는것),소고기정육/지육),소고기(냉동,생식기,소부산물),소고기(냉동,위,소부산물),소고기(냉동,심장,소부산물),소고기(냉동,식도,소부산물),소고기(냉동,건,소부산물),소고기(냉동,장,소부산물)"
주식회사 피카툼,126,과실주,과실주
(주)한결와인,126,과실주,과실주
주식회사 지성무역,126,위스키,위스키
주식회사 대성무역,126,"닭고기 ,주꾸미 ","닭고기(냉동,다리,닭고기정육/지육),주꾸미(냉장)"
(주)푸른농산,125,"과채가공품,양파 ,두류가공품,고추 ","과.채가공품,양파(냉동),두류가공품,고추(열매,건조),양파(건조)"
(주)제이에스홀딩스팜,125,"영양소/기능성복합제품,건강기능식품용 유지 ,건강기능식품용 추출물 ,엠에스엠,복합영양소제품","영양소,기능성복합제품,복합영양소제품"
에이티씨에이치(A.T.CH),124,"치즈 ,올리브유,소스,과.채주스,버터 ","자연치즈,올리브유,소스,과.채주스,가공치즈,버터,치즈"
웅진식품(주),124,"과채가공품,과.채주스,원두 ","과.채가공품,과.채주스,커피원두(씨앗,건조)"
트랜스베버리지 주식회사,124,"위스키,과실주","위스키,과실주"
씨에버주식회사,124,"기타 수산물가공품,새우 ,주꾸미 ,갑오징어 ,참깨 ,두류가공품","기타 수산물가공품,흰다리새우(냉동,살,포장횟감),주꾸미(냉동,자숙,포장횟감),흰다리새우(냉동,살,자숙,포장횟감),갑오징어(냉동,동체,포장횟감),참깨(씨앗,건조),두류가공품,갑오징어(냉동),흰다리새우(냉동)"
(주)태향,123,"당류가공품,과채가공품,과.채주스","당류가공품,과.채가공품,과.채주스"
(주)재호물산,123,"기타 수산물가공품,새우 ,오징어 ,주꾸미 ","기타 수산물가공품,얼룩새우(냉동),오징어(냉동,다리),흰다리새우(냉동,자숙),주꾸미(냉동,자숙,포장횟감),북쪽분홍새우(냉동,살,포장횟감)"
