importer,total_count,product_category_summary_sorted,product_category_actual_sorted
이케아코리아 유한회사,15157,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ,과자,두류가공품,과채가공품,빵류,기타 수산물가공품,초콜릿 ,소스,잼 ,토마토캐첩/ 마요네즈","폴리프로필렌,금속제,도자기제,불소수지,폴리에틸렌,고무제,폴리부틸렌테레프탈레이트,폴리아미드,폴리에틸렌테레프탈레이트,과자,에폭시수지,두류가공품,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,과.채가공품,멜라민수지,빵류,기타 수산물가공품,소스,초콜릿가공품,나무제,잼,폴리스티렌,토마토케첩,밀크초콜릿,초콜릿"
(주)아성에이치엠피,4205,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","폴리프로필렌,금속제,폴리에틸렌,도자기제,폴리에틸렌테레프탈레이트,고무제,폴리스티렌,불소수지,아크릴로니트릴-부타디엔-스티렌 공중합체,아크릴수지,폴리우레탄,나무제,폴리아미드"
(유)그룹세브코리아,3430,"식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ","폴리프로필렌,불소수지,폴리에틸렌,금속제,고무제,폴리아미드,폴리아세탈,폴리부틸렌테레프탈레이트,도자기제,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,아크릴로니트릴-스티렌 공중합체,아크릴로니트릴-부타디엔-스티렌 공중합체"
(주)코스트코코리아,2933,"과.채주스,빵류,초콜릿 ,소스,치즈 ,견과 ,과자,식품용 금속제품 ,과채가공품,냉동 농산물 ,올리브유,복합영양소제품,버터 ,잼 ,식품용 도자기제품 ,아이스크림 ,건강기능식품용 유지 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,당류가공품,엠에스엠,소금 ,기타 수산물가공품,발효유 ,식품용 불소수지 제품 ,식물성크림/ 유크림 ,토마토캐첩/ 마요네즈","과.채주스,빵류,소스,과자,땅콩 또는 견과류가공품,초콜릿가공품,과.채가공품,자연치즈,올리브유,금속제,초콜릿,가공치즈,폴리프로필렌,복합영양소제품,블루베리(열매,냉동),아이스크림,EPA 및 DHA 함유 유지,치즈,도자기제,잼,딸기(열매,냉동),호두(견과,건조),버터,땅콩버터,브로콜리(냉동),폴리에틸렌,밀크초콜릿,기타잼,고무제,복합기능성제품,아몬드(견과,건조),가공소금,당류가공품,준초콜릿,산딸기(열매,냉동),불소수지,기타 수산물가공품,농후발효유,가공버터,가공유크림,호두(견과,신선),마요네즈,아크릴수지,아크릴로니트릴-부타디엔-스티렌 공중합체,아크릴로니트릴-스티렌 공중합체,폴리시클로헥산-1,4-디메틸렌테레프탈레이트"
주식회사 신세계엘앤비,2792,"과실주,위스키,맥주","과실주,위스키,맥주"
(주)금양인터내셔날,2517,"과실주,위스키","과실주,위스키"
아이티엑스코리아 유한회사,2358,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ","도자기제,금속제,폴리에틸렌,폴리프로필렌,고무제,불소수지,나무제"
엘지전자 주식회사,2190,"식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 금속제품 ,식품용 불소수지 제품 ,식품용 도자기제품 ","폴리프로필렌,불소수지,금속제,폴리에틸렌테레프탈레이트"
하이트진로(주),2058,"과실주,맥주,위스키,식품용 도자기제품 ","과실주,맥주,위스키,도자기제"
(주)이마트,2043,"과자,과채가공품,기타 수산물가공품,초콜릿 ,빵류,소스,식품용 금속제품 ,견과 ,올리브유,치즈 ,식품용 폴리프로필렌 제품 ,과.채주스,식품용 도자기제품 ,만두 ,버터 ,잼 ,식품용 불소수지 제품 ,원두 ,두류가공품,아이스크림 ,토마토캐첩/ 마요네즈,식품용 폴리에틸렌 제품 ,소금 ,우유 ,당류가공품,식물성크림/ 유크림 ","과자,과.채가공품,기타 수산물가공품,빵류,초콜릿가공품,소스,올리브유,폴리프로필렌,금속제,과.채주스,치즈,초콜릿,도자기제,만두,자연치즈,잼,아몬드(견과,건조),밀크초콜릿,폴리에틸렌,땅콩 또는 견과류가공품,불소수지,땅콩버터,호두(견과,건조),커피원두(씨앗,건조),두류가공품,토마토케첩,준초콜릿,버터,아이스크림,가공소금,우유,비유지방아이스크림,마카다미아(견과,건조),고무제,캐슈(견과,건조),숙면,가공치즈,당류가공품,에폭시수지,피칸(견과,건조),기타 코코아가공품,폴리아세탈,유탕면,건면,가공유크림,폴리아미드,폴리시클로헥산-1,4-디메틸렌테레프탈레이트"
매크로통상(주),2039,"과자,소스,잼 ,초콜릿 ,빵류,당류가공품,소금 ,올리브유,견과 ,과채가공품,치즈 ,토마토캐첩/ 마요네즈,기타 수산물가공품,식품용 금속제품 ,식품용 도자기제품 ","과자,소스,잼,초콜릿가공품,빵류,밀크초콜릿,초콜릿,기타잼,당류가공품,올리브유,건면,땅콩 또는 견과류가공품,과.채가공품,기타소금,가공소금,화이트초콜릿,곡류가공품,숙면,가공치즈,마요네즈,기타 수산물가공품,금속제,준초콜릿,도자기제"
나라셀라 주식회사,2029,과실주,과실주
네슬레코리아유한책임회사,1928,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 도자기제품 ,초콜릿 ,분유 ,식품용 폴리에틸렌 제품 ,당류가공품,과자,두류가공품","폴리프로필렌,아크릴로니트릴-부타디엔-스티렌 공중합체,초콜릿가공품,볶은커피,폴리아미드,폴리아세탈,도자기제,폴리에틸렌,금속제,혼합분유,불소수지,밀크초콜릿,당류가공품,과자,기타 코코아가공품,초콜릿,폴리에테르설폰,두류가공품,폴리염화비닐,폴리에틸렌테레프탈레이트,성장기용조제식"
롯데칠성음료(주),1849,"과실주,과채가공품,위스키,식품용 폴리에틸렌 제품 ,분유 ,식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ","과실주,과.채가공품,위스키,폴리에틸렌,혼합분유,폴리프로필렌,폴리에틸렌테레프탈레이트,금속제,고무제,폴리스티렌,도자기제"
(주)트리(Tree),1696,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,금속제,고무제,도자기제,폴리에틸렌,폴리스티렌,불소수지"
(주)베이크플러스,1693,"초콜릿 ,과채가공품,치즈 ,잼 ,빵류,식물성크림/ 유크림 ,버터 ,당류가공품,견과 ,밀가루 ,과자,기타 수산물가공품,식품용 금속제품 ","초콜릿,과.채가공품,빵류,잼,자연치즈,가공유크림,당류가공품,버터,준초콜릿,화이트초콜릿,땅콩 또는 견과류가공품,밀크초콜릿,치즈,초콜릿가공품,과자,영양강화 밀가루,기타잼,가공치즈,밀가루,기타 수산물가공품,코코아버터,가공버터,고무제"
(주)락앤락,1684,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ","폴리프로필렌,불소수지,폴리에틸렌,금속제,고무제,아크릴로니트릴-부타디엔-스티렌 공중합체,폴리아미드,폴리아세탈,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,아크릴로니트릴-스티렌 공중합체,도자기제"
베르수니코리아 주식회사,1682,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ","폴리프로필렌,폴리에틸렌,불소수지,금속제,폴리아미드"
(주)아영에프비씨,1678,"과실주,위스키,맥주,식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ","과실주,위스키,맥주,폴리프로필렌,금속제,고무제,불소수지"
(주)제원인터내쇼날,1565,"초콜릿 ,빵류,과채가공품,당류가공품,견과 ,잼 ,버터 ,과자,식물성크림/ 유크림 ,냉동 농산물 ,치즈 ,밀가루 ","빵류,과.채가공품,초콜릿,화이트초콜릿,밀크초콜릿,당류가공품,준초콜릿,땅콩 또는 견과류가공품,잼,과자,가공버터,초콜릿가공품,산딸기(열매,냉동),버터,식물성크림,가공유크림,자연치즈,코코아버터,영양강화 밀가루"
주식회사 레뱅,1537,"과실주,위스키","과실주,위스키"
에스비트레이드 주식회사,1464,"냉동 농산물 ,과채가공품,김치,두류가공품","과.채가공품,양파(냉동),호박(열매,냉동),파(냉동),시금치(잎,줄기,냉동),마늘(뿌리,냉동),김치,당근(뿌리,냉동),엇갈이배추(잎,냉동),그린콩풋콩(냉동),브로콜리(냉동),피망(열매,냉동),근대(잎,줄기,냉동),표고버섯(자실체,냉동),고추(열매,냉동),배추(잎,냉동),부추(잎,냉동),두류가공품,아욱(잎,냉동),청경채(잎,냉동),양송이(자실체,냉동),완두(씨앗,냉동),느타리버섯(자실체,냉동),아스파라거스(순,냉동),유채(전초,냉동),마늘종(꽃줄기,냉동),고사리(냉동),무(뿌리,냉동),자주양배추/콜리플라워(꽃봉오리,냉동),방울양배추(잎,냉동),새송이버섯(자실체,냉동),토란(뿌리줄기,냉동),냉이(잎,냉동),우엉(뿌리,냉동),올리브(열매,냉동),양배추(잎,냉동),오크라(열매,냉동),아티초크(꽃봉오리,냉동)"
(주)스케이터코리아,1416,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","폴리프로필렌,폴리에틸렌,금속제,아크릴로니트릴-스티렌 공중합체,도자기제,폴리에틸렌테레프탈레이트,불소수지"
(주)선인,1384,"초콜릿 ,과채가공품,버터 ,빵류,과자,냉동 농산물 ,식물성크림/ 유크림 ,견과 ,당류가공품,치즈 ,두류가공품,밀가루 ,과.채주스,만두 ,소스,올리브유,우유 ,식품용 폴리에틸렌 제품 ","과.채가공품,초콜릿,빵류,준초콜릿,과자,버터,땅콩 또는 견과류가공품,당류가공품,가공유크림,화이트초콜릿,두류가공품,밀크초콜릿,블루베리(열매,냉동),자연치즈,식물성크림,밀가루,초콜릿가공품,과.채주스,만두,땅콩버터,소스,완두(씨앗,냉동),가공치즈,당근(뿌리,냉동),코코아버터,양배추(잎,냉동),곰보버섯(자실체,냉동),산딸기(열매,냉동),양파(냉동),올리브유,꾀꼬리버섯(자실체,냉동),그물버섯(자실체,냉동),치즈,딸기(열매,냉동),덩굴월귤(열매,냉동),양송이(자실체,냉동),캐슈(견과,건조),우유,블랙베리(열매,냉동),레드커런트(열매,냉동),양까막까치밥나무(열매,냉동),나무딸기(열매,냉동),폴리에틸렌"
한국암웨이(주),1382,"영양소/기능성복합제품,복합영양소제품,건강기능식품용 유지 ,건강기능식품용 추출물 ,엠에스엠,식품용 금속제품 ,건강기능식품용 올리고당 ,올리브유","영양소,기능성복합제품,복합영양소제품,금속제,쏘팔메토열매추출물등복합물(제2008-79호),은행잎 추출물,감마리놀렌산 함유 유지,키토산/키토올리고당,옥타코사놀 함유 유지,올리브유,EPA 및 DHA 함유 유지"
(주)비티스,1327,과실주,과실주
(주)신세계인터내셔날,1270,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","금속제,도자기제,폴리프로필렌,무착색유리제(납함유크리스탈),아크릴로니트릴-스티렌 공중합체,나무제"
(주)엘에프 푸드,1211,"소스,빵류,기타 수산물가공품,과채가공품,토마토캐첩/ 마요네즈,과자,소금 ","소스,빵류,기타 수산물가공품,청국장,과.채가공품,건면,어묵,숙면,마요네즈,과자,가공소금"
주식회사 거상무역,1202,"냉동 농산물 ,과채가공품","양파(냉동),파(냉동),피망(열매,냉동),호박(열매,냉동),고추(열매,냉동),당근(뿌리,냉동),브로콜리(냉동),마늘(뿌리,냉동),연근(뿌리,냉동),엇갈이배추(잎,냉동),과.채가공품,표고버섯(자실체,냉동),시금치(잎,줄기,냉동),근대(잎,줄기,냉동),무(뿌리,냉동),그린콩풋콩(냉동),부추(잎,냉동),마늘종(꽃줄기,냉동),유채(전초,냉동),배추(잎,냉동),토란(뿌리줄기,냉동),냉이(잎,냉동),아욱(잎,냉동),청경채(잎,냉동),고사리(냉동),자주양배추/콜리플라워(꽃봉오리,냉동),리치(열매,냉동),느타리버섯(자실체,냉동),아스파라거스(순,냉동),라임(열매,냉동),람부탄(열매,냉동),새송이버섯(자실체,냉동),양송이(자실체,냉동),양배추(잎,냉동)"
화인에프앤드비서비스(주),1120,"치즈 ,버터 ,잼 ,빵류,과자,소스,식물성크림/ 유크림 ,과.채주스,과채가공품,만두 ,소금 ,기타 수산물가공품,발효유 ,당류가공품,올리브유,식품용 금속제품 ,초콜릿 ,냉동 농산물 ,식품용 폴리프로필렌 제품 ","치즈,버터,가공치즈,자연치즈,잼,빵류,과자,소스,과.채주스,과.채가공품,만두,가공유크림,가공소금,기타 수산물가공품,유크림,농후발효유,올리브유,모조치즈,당류가공품,정제소금,초콜릿가공품,송로버섯(자실체,냉동),폴리프로필렌,금속제,폴리스티렌"
(주)오뚜기,1069,"소스,과채가공품,정제/가공을거쳐야하는식품원료,올리브유,냉동 농산물 ,식품용 폴리에틸렌 제품 ,기타 수산물가공품,버터 ,과자,두류가공품","소스,과.채가공품,정제,가공을거쳐야하는식품원료,올리브유,파(냉동),폴리에틸렌,기타 수산물가공품,가공버터,버터,과자,두류가공품"
주식회사 에스씨케이컴퍼니,1059,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ,초콜릿 ,당류가공품,과채가공품","폴리프로필렌,도자기제,폴리에틸렌,금속제,폴리아세탈,준초콜릿,당류가공품,아크릴로니트릴-스티렌 공중합체,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,고무제,폴리염화비닐,과.채가공품,초콜릿"
에노테카코리아(주),1056,과실주,과실주
(주)블랙큐브,1050,"식품용 금속제품 ,식품용 불소수지 제품 ,식품용 도자기제품 ","불소수지,금속제,고무제,도자기제"
(주)랜시,1047,"만두 ,빵류,기타 수산물가공품,냉동 농산물 ,과채가공품,두류가공품","만두,빵류,기타 수산물가공품,만두피,과.채가공품,브로콜리(냉동),그린콩풋콩(냉동),호박(열매,냉동),아스파라거스(순,냉동),자주양배추/콜리플라워(꽃봉오리,냉동),오크라(열매,냉동),람부탄(열매,냉동),두류가공품,라임(열매,냉동),패션프루트(열매,냉동),리치(열매,냉동),용안/용안육(헛씨껍질(가종피),냉동)"
(주)삼경에프에스,1043,"과자,초콜릿 ,당류가공품,소스,빵류,잼 ,기타 수산물가공품,소금 ,올리브유,과채가공품,식품용 폴리프로필렌 제품 ,우유 ,복합영양소제품,견과 ,버터 ,식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ","과자,당류가공품,소스,초콜릿가공품,빵류,준초콜릿,잼,밀크초콜릿,기타 수산물가공품,초콜릿,올리브유,기타가공품,기타소금,가공소금,과.채가공품,숙면,우유,복합영양소제품,땅콩 또는 견과류가공품,폴리에틸렌,땅콩버터,폴리프로필렌,화이트초콜릿,고무제,단백질"
크리스챤디올꾸뛰르코리아 주식회사,1042,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ","도자기제,금속제,폴리프로필렌,고무제"
(주)보라티알,1039,"과채가공품,소스,치즈 ,잼 ,올리브유,버터 ,두류가공품,만두 ,과자,과.채주스,식물성크림/ 유크림 ,밀가루 ,기타 수산물가공품,소금 ,당류가공품,빵류","과.채가공품,소스,올리브유,잼,자연치즈,버터,가공치즈,두류가공품,만두,과자,과.채주스,밀가루,기타잼,기타 수산물가공품,식물성크림,가공소금,가공유크림,치즈,당류가공품,빵류,기타소금"
(주)아성,1036,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,금속제,도자기제,폴리에틸렌,고무제,아크릴로니트릴-부타디엔-스티렌 공중합체,아크릴로니트릴-스티렌 공중합체"
덴비코리아(유),1034,"식품용 도자기제품 ,식품용 금속제품 ","도자기제,금속제,나무제"
드롱기코리아 주식회사,1009,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ","폴리프로필렌,폴리에틸렌,불소수지,금속제,폴리아미드,폴리아세탈,폴리부틸렌테레프탈레이트,폴리스티렌,도자기제,아크릴로니트릴-스티렌 공중합체"
(주)주피터인터내셔널,987,"정제/가공을거쳐야하는식품원료,치즈 ,건강기능식품용 추출물 ,과채가공품,당류가공품,소스","정제,가공을거쳐야하는식품원료,가공치즈,과.채가공품,피크노제놀-프랑스해안송껍질추출물(제2006-1호),당류가공품,마리골드꽃추출물,이눌린/치커리추출물,소스,가르시니아캄보지아 추출물"
(주)현대리바트,977,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ,소금 ,소스,당류가공품,올리브유","도자기제,금속제,폴리에틸렌,폴리프로필렌,불소수지,고무제,아크릴로니트릴-부타디엔-스티렌 공중합체,소스,에틸렌-초산비닐 공중합체,폴리아미드,나무제,당류가공품,복합조미식품,가공소금,올리브유,아크릴수지,폴리염화비닐"
엠에이치샴페인즈앤드와인즈코리아(주),945,"과실주,위스키,식품용 금속제품 ","과실주,위스키,고무제"
(주)휴피니스,945,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","금속제,폴리프로필렌,폴리에틸렌,도자기제,아크릴로니트릴-부타디엔-스티렌 공중합체,불소수지,고무제,폴리아미드,나무제,아크릴로니트릴-스티렌 공중합체,폴리염화비닐,폴리아세탈,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,폴리우레탄"
써모스코리아주식회사,944,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,폴리에틸렌,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,금속제"
쿠팡 주식회사,942,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,과채가공품,과자,올리브유,과.채주스,엠에스엠,식품용 불소수지 제품 ,기타 수산물가공품,빵류,식품용 폴리에틸렌 제품 ,버터 ,밀가루 ,초콜릿 ,견과 ,당류가공품,아이스크림 ","폴리프로필렌,도자기제,과.채가공품,과자,올리브유,금속제,불소수지,과.채주스,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰),폴리에틸렌,기타 수산물가공품,빵류,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,땅콩버터,고무제,밀가루,초콜릿가공품,아크릴로니트릴-부타디엔-스티렌 공중합체,당류가공품,땅콩 또는 견과류가공품,아이스크림,아몬드(견과,건조),호두(견과,건조),아크릴로니트릴-스티렌 공중합체,폴리아세탈"
한국하겐다즈(주),901,"아이스크림 ,식품용 금속제품 ","아이스크림,금속제"
롯데웰푸드(주),897,"초콜릿 ,버터 ,분유 ,원두 ,과채가공품,두류가공품,치즈 ,과자,식물성크림/ 유크림 ,견과 ,식품용 폴리에틸렌 제품 ,정제/가공을거쳐야하는식품원료,식품용 폴리프로필렌 제품 ,당류가공품,올리브유,밀가루 ,소금 ,잼 ,소스,건강기능식품용 추출물 ","혼합분유,가공버터,밀크초콜릿,초콜릿가공품,커피원두(씨앗,건조),과.채가공품,두류가공품,초콜릿,버터,자연치즈,코코아버터,과자,아몬드(견과,건조),정제,가공을거쳐야하는식품원료,유크림,폴리프로필렌,폴리에틸렌,준초콜릿,가공유크림,당류가공품,올리브유,밀가루,가공소금,기타잼,화이트초콜릿,가공치즈,땅콩 또는 견과류가공품,버터오일,소스,마리골드꽃추출물"
씨제이프레시웨이(주),896,"냉동 농산물 ,과채가공품,치즈 ,기타 수산물가공품,소스,버터 ,식물성크림/ 유크림 ,올리브유,우유 ,두류가공품,분유 ","과.채가공품,파(냉동),자연치즈,마늘(뿌리,냉동),양파(냉동),부추(잎,냉동),기타 수산물가공품,당근(뿌리,냉동),소스,가공버터,버터,양배추(잎,냉동),목이버섯(자실체,냉동),치즈,가공유크림,올리브유,우유,두류가공품,전지분유,호박(열매,냉동)"
(주)가토코,885,"기타 수산물가공품,빵류,두류가공품,만두 ,과채가공품,소스","기타 수산물가공품,빵류,두류가공품,만두,과.채가공품,소스"
주식회사 강동케이앤드에스,863,김치,김치
(주)쉐프스푸드,850,"과채가공품,치즈 ,올리브유,소스,기타 수산물가공품,밀가루 ,냉동 농산물 ,두류가공품,소금 ,당류가공품,식품용 폴리에틸렌 제품 ,식품용 금속제품 ,만두 ,버터 ,식물성크림/ 유크림 ,우유 ,식품용 폴리프로필렌 제품 ","과.채가공품,올리브유,소스,자연치즈,기타 수산물가공품,밀가루,가공치즈,두류가공품,송로버섯(자실체,냉동),가공소금,당류가공품,그물버섯(자실체,냉동),재제소금(재제조소금),꾀꼬리버섯(자실체,냉동),금속제,폴리에틸렌테레프탈레이트,만두,버터,폴리에틸렌,가공유크림,우유,발효식초"
주식회사 인우에프엔씨,849,김치,김치
(주)와인나라아이비,848,"과실주,맥주,위스키,식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ","과실주,맥주,불소수지,위스키,폴리스티렌,폴리프로필렌"
주식회사 엠에이치앤코,846,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,도자기제,금속제,폴리에틸렌,고무제,폴리에틸렌테레프탈레이트,불소수지,아크릴로니트릴-부타디엔-스티렌 공중합체,폴리스티렌,경화폴리에스터수지,아크릴로니트릴-스티렌 공중합체,폴리아미드"
비네센코리아 주식회사,826,"과실주,위스키,맥주,식품용 폴리프로필렌 제품 ","과실주,위스키,맥주,폴리프로필렌"
주식회사 아푸,800,"과채가공품,소스,과자,두류가공품,빵류,당류가공품,식물성크림/ 유크림 ,기타 수산물가공품,견과 ,과.채주스,식품용 금속제품 ","과.채가공품,소스,과자,두류가공품,빵류,당류가공품,유탕면,식물성크림,기타 수산물가공품,건면,땅콩 또는 견과류가공품,과.채주스,금속제"
미성패밀리주식회사,769,"과자,소스,초콜릿 ,과채가공품,빵류,과.채주스,두류가공품,당류가공품,치즈 ,토마토캐첩/ 마요네즈,아이스크림 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,견과 ","과자,소스,과.채가공품,초콜릿가공품,빵류,과.채주스,두류가공품,초콜릿,당류가공품,밀크초콜릿,가공치즈,토마토케첩,아이스크림,준초콜릿,폴리프로필렌,땅콩 또는 견과류가공품"
(주)크래프트하인즈코리아,761,"소스,토마토캐첩/ 마요네즈,과채가공품,치즈 ,두류가공품,빵류,식품용 폴리프로필렌 제품 ","소스,토마토케첩,과.채가공품,마요네즈,자연치즈,두류가공품,빵류,폴리프로필렌"
한독와인(주),749,과실주,과실주
청산푸드,745,김치,김치
주식회사 쥬우,744,"김치,냉동 농산물 ","김치,고추(열매,냉동)"
(주)영인코퍼레이션,719,"과채가공품,소스,소금 ,두류가공품,잼 ,밀가루 ,과자,올리브유,과.채주스","과.채가공품,소스,두류가공품,잼,밀가루,과자,기타소금,올리브유,가공소금,과.채주스"
티디에프코리아(주),716,"과자,소스,빵류,올리브유,과채가공품,초콜릿 ,두류가공품,잼 ,소금 ,과.채주스,당류가공품,식품용 폴리프로필렌 제품 ","과자,소스,빵류,올리브유,과.채가공품,두류가공품,잼,기타소금,초콜릿가공품,준초콜릿,초콜릿,과.채주스,당류가공품,밀크초콜릿,천연향신료"
(주)강서푸드뱅크,710,김치,김치
(주)웰팜,707,"과채가공품,두류가공품,냉동 농산물 ,과.채주스","과.채가공품,두류가공품,블랙베리(열매,냉동),블루베리(열매,냉동),과.채주스,산딸기(열매,냉동),망고스틴(열매,냉동),나무딸기(열매,냉동),알로에(잎,냉동)"
쿠쿠전자 주식회사,694,"식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,불소수지,금속제,폴리아세탈,폴리아미드,폴리에틸렌"
(주)다이아몬드새우,685,"기타 수산물가공품,소스",기타 수산물가공품
(주)영남코프레이션,683,"초콜릿 ,소스,과자,과.채주스,잼 ,올리브유,과채가공품,버터 ,빵류,소금 ,당류가공품,토마토캐첩/ 마요네즈","초콜릿가공품,소스,과자,과.채주스,잼,올리브유,과.채가공품,땅콩버터,초콜릿,빵류,가공소금,밀크초콜릿,당류가공품,준초콜릿,마요네즈"
(주)삼양사,681,"버터 ,빵류,과채가공품,치즈 ,당류가공품,식물성크림/ 유크림 ,분유 ,소스,두류가공품,잼 ,올리브유,정제/가공을거쳐야하는식품원료,밀가루 ,건강기능식품용 올리고당 ,우유 ,초콜릿 ,기타 수산물가공품","가공버터,빵류,과.채가공품,자연치즈,버터,당류가공품,가공유크림,소스,두류가공품,기타잼,탈지분유,올리브유,정제,가공을거쳐야하는식품원료,혼합분유,밀가루,프락토올리고당,우유,초콜릿가공품,가공치즈,기타 수산물가공품,치즈"
동서식품(주),678,"원두 ,식품용 폴리프로필렌 제품 ,치즈 ,식품용 폴리에틸렌 제품 ,식품용 금속제품 ,식품용 불소수지 제품 ,분유 ,견과 ,과채가공품","커피원두(씨앗,건조),폴리아세탈,폴리프로필렌,치즈,폴리에틸렌테레프탈레이트,혼합분유,아몬드(견과,건조),과.채가공품,폴리아미드,폴리에틸렌"
서울와인앤스피릿 유한회사,676,"과실주,위스키","과실주,위스키"
주식회사 데카트론코리아,671,"식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 금속제품 ,식품용 불소수지 제품 ","폴리에틸렌,폴리프로필렌,금속제,고무제"
(주)조흥,669,"치즈 ,과채가공품,냉동 농산물 ,빵류,버터 ,두류가공품","자연치즈,과.채가공품,양파(냉동),가공치즈,빵류,피망(열매,냉동),가공버터,새송이버섯(자실체,냉동),치즈,두류가공품"
(주)코만푸드,652,"소스,과채가공품,두류가공품,기타 수산물가공품,냉동 농산물 ","소스,과.채가공품,두류가공품,건면,기타 수산물가공품,고량강(뿌리줄기,냉동),레몬그라스(줄기,냉동)"
(주)더블유에이치글로벌,647,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,엠에스엠,복합영양소제품","영양소,기능성복합제품,복합영양소제품,복합기능성제품,감마리놀렌산 함유 유지"
하리오코리아(주),639,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,금속제,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,폴리에틸렌,고무제,아크릴수지,도자기제,아크릴로니트릴-스티렌 공중합체"
(주)에이치엠푸드,617,김치,김치
비노파라다이스,615,과실주,과실주
(주)크리스탈와인컬렉션,603,과실주,과실주
(주)휘슬러코리아,593,"식품용 금속제품 ,식품용 불소수지 제품 ,식품용 도자기제품 ","불소수지,금속제,고무제,도자기제,폴리아릴설폰"
희영티엔씨 유한회사,589,"냉동 농산물 ,두류가공품,과채가공품","파(냉동),부추(잎,냉동),양파(냉동),마늘(뿌리,냉동),당근(뿌리,냉동),두류가공품,양배추(잎,냉동),고추(열매,냉동),피망(열매,냉동),과.채가공품,시금치(잎,줄기,냉동),연근(뿌리,냉동)"
테트라팩 유한회사,584,"식품용 폴리에틸렌 제품 ,초콜릿 ","폴리에틸렌,밀크초콜릿"
