importer,total_count,product_category_summary_sorted,product_category_actual_sorted
(주)두두물산,338,"견과 ,초콜릿 ,과채가공품","땅콩 또는 견과류가공품,아몬드(견과,건조),초콜릿가공품,땅콩(견과,건조),과.채가공품,준초콜릿,호두(견과,건조),피스타치오(견과,건조),캐슈(견과,건조),브라질넛(견과,건조),피칸(견과,건조),마카다미아(견과,건조)"
씨제이제일제당(주),331,"정제/가공을거쳐야하는식품원료,견과 ,과채가공품,올리브유,기타 수산물가공품,당류가공품,분유 ,소스,두류가공품","정제,가공을거쳐야하는식품원료,땅콩 또는 견과류가공품,과.채가공품,올리브유,기타 수산물가공품,당류가공품,혼합분유,소스,두류가공품"
농업회사법인(주)짠지식품 ,330,김치,김치
(주)피디에이치아이엔씨,330,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품"
(주)에벤에셀기업,327,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,금속제,고무제,폴리에틸렌,폴리스티렌"
(주)크리에이티브랩,326,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","도자기제,금속제,폴리프로필렌,폴리에틸렌"
(주)아워홈,322,"과채가공품,냉동 농산물 ,올리브유,소스,두류가공품,식물성크림/ 유크림 ,빵류,치즈 ","과.채가공품,양파(냉동),올리브유,소스,마늘(뿌리,냉동),호박(열매,냉동),무(뿌리,냉동),두류가공품,가공유크림,빵류,고추(열매,냉동),자연치즈"
주식회사 이알코퍼레이션,322,"식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ,원두 ","폴리프로필렌,불소수지,폴리아세탈,아크릴로니트릴-부타디엔-스티렌 공중합체,폴리아미드,금속제,커피원두(씨앗,건조),폴리시클로헥산-1,4-디메틸렌테레프탈레이트"
주식회사 트릿지,321,"과자,소스,견과 ,기타 수산물가공품,올리브유,소금 ,식물성크림/ 유크림 ,초콜릿 ,잼 ","과자,소스,땅콩 또는 견과류가공품,기타 수산물가공품,건면,올리브유,가공소금,초콜릿가공품,식물성크림,유크림,기타잼"
신정푸드(주),321,"과채가공품,냉동 농산물 ,빵류,기타 수산물가공품,만두 ","과.채가공품,패션프루트(열매,냉동),호박(열매,냉동),빵류,라임(열매,냉동),리치(열매,냉동),기타 수산물가공품,람부탄(열매,냉동),사탕수수(줄기,냉동),만두,용안/용안육(헛씨껍질(가종피),냉동),망고스틴(열매,냉동)"
성원무역,320,"김치,냉동 농산물 ","김치,마늘(뿌리,냉동)"
젠한국(주),319,"식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,식품용 금속제품 ","도자기제,폴리프로필렌,금속제,고무제"
아기자기,317,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,금속제,폴리에틸렌,불소수지,폴리에틸렌테레프탈레이트,아크릴로니트릴-부타디엔-스티렌 공중합체,폴리스티렌"
실반씨더블유씨코리아 유한회사,316,과실주,과실주
하이네켄코리아 주식회사,316,"맥주,과실주,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 금속제품 ","맥주,과실주,폴리에틸렌,폴리아미드,폴리아세탈"
주식회사 김포에프디,315,"견과 ,초콜릿 ,과자,과채가공품","땅콩 또는 견과류가공품,초콜릿가공품,아몬드(견과,건조),호두(견과,건조),과자,땅콩(견과,건조),과.채가공품,준초콜릿,캐슈(견과,건조)"
주식회사 성우농수산,315,"견과 ,과채가공품,냉동 농산물 ","아몬드(견과,건조),호두(견과,건조),땅콩 또는 견과류가공품,캐슈(견과,건조),피스타치오(견과,건조),땅콩(견과,건조),과.채가공품,피칸(견과,건조),마카다미아(견과,건조),잣(씨앗,냉동),브라질넛(견과,건조)"
주식회사 셀라프리베 ,315,과실주,과실주
롯데네슬레코리아주식회사,315,"원두 ,소스,식물성크림/ 유크림 ,당류가공품","커피원두(씨앗,건조),소스,식물성크림,당류가공품"
선우실업(주),315,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,도자기제,불소수지,금속제,고무제,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,폴리아세탈,아크릴로니트릴-부타디엔-스티렌 공중합체,폴리아미드,폴리스티렌"
홈플러스(주),312,"초콜릿 ,과자,냉동 농산물 ,견과 ,과채가공품,소스,식품용 금속제품 ,아이스크림 ,잼 ,빵류,올리브유,소금 ,식품용 폴리프로필렌 제품 ,기타 수산물가공품,버터 ,식품용 불소수지 제품 ,두류가공품,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ","과자,블루베리(열매,냉동),초콜릿가공품,땅콩 또는 견과류가공품,과.채가공품,밀크초콜릿,잼,빵류,소스,올리브유,건면,아이스크림,폴리프로필렌,금속제,기타 수산물가공품,땅콩버터,불소수지,비유지방아이스크림,초콜릿,두류가공품,유탕면,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,도자기제,화이트초콜릿,폴리에틸렌"
(주)이룸푸드시스템,312,"과채가공품,냉동 농산물 ,초콜릿 ,견과 ,소스","과.채가공품,람부탄(열매,냉동),두리안(열매,냉동),땅콩 또는 견과류가공품,소스,밀크초콜릿,초콜릿,리치(열매,냉동),용안/용안육(헛씨껍질(가종피),냉동)"
(주)엠케이씨푸드,310,"기타 수산물가공품,소스",기타 수산물가공품
타코,310,"식품용 도자기제품 ,식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ","도자기제,금속제,불소수지,폴리프로필렌"
(주)푸드올마켓,308,"소스,올리브유,과채가공품,두류가공품,기타 수산물가공품","소스,올리브유,과.채가공품,두류가공품,기타 수산물가공품"
(주)코맥스인터내셔널,307,과채가공품,과.채가공품
(주)우원홀딩스,307,기타 수산물가공품,기타 수산물가공품
(주)남양키친플라워,307,"식품용 금속제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","고무제,불소수지,폴리프로필렌,금속제,폴리아미드,폴리에틸렌,도자기제,폴리아세탈"
주식회사 케이티에스씨 (KTSC),306,"기타 수산물가공품,버터 ,과채가공품,잼 ,과.채주스,올리브유,빵류,당류가공품,소스,두류가공품,만두 ","기타 수산물가공품,버터,과.채가공품,잼,과.채주스,올리브유,빵류,가공버터,당류가공품,소스,기타잼,두류가공품,만두"
(주)옵티머스솔루션스,304,"식품용 폴리프로필렌 제품 ,복합영양소제품,식품용 금속제품 ,식품용 폴리에틸렌 제품 ,건강기능식품용 추출물 ,영양소/기능성복합제품","폴리에틸렌,복합영양소제품,폴리프로필렌,영양소,기능성복합제품,폴리시클로헥산-1,4-디메틸렌테레프탈레이트"
(주)한벌무역,301,김치,김치
(주)율성푸드랩,299,"견과 ,과채가공품,초콜릿 ,과자,당류가공품","땅콩 또는 견과류가공품,호두(견과,건조),과.채가공품,아몬드(견과,건조),캐슈(견과,건조),피스타치오(견과,건조),피칸(견과,건조),과자,초콜릿가공품,준초콜릿,마카다미아(견과,건조),브라질넛(견과,건조),당류가공품"
데일리푸드,299,"기타 수산물가공품,과자,소스,견과 ,당류가공품,과채가공품,식물성크림/ 유크림 ,두류가공품,토마토캐첩/ 마요네즈","기타 수산물가공품,과자,소스,땅콩 또는 견과류가공품,당류가공품,과.채가공품,식물성크림,두류가공품,토마토케첩"
주식회사 뱅가드와인머천트,299,과실주,과실주
농업회사법인 (주)대정,299,"과채가공품,냉동 농산물 ,소스","과.채가공품,블루베리(열매,냉동),브로콜리(냉동),람부탄(열매,냉동),포도(열매,냉동),패션프루트(열매,냉동),망고스틴(열매,냉동),라임(열매,냉동),숙면,두리안(열매,냉동),리치(열매,냉동),자주양배추/콜리플라워(꽃봉오리,냉동),석류(열매,냉동),덩굴월귤(열매,냉동),나무딸기(열매,냉동),체리(열매,냉동),아스파라거스(순,냉동)"
(주)오션스글로벌,298,기타 수산물가공품,기타 수산물가공품
상준커머스,298,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 폴리에틸렌 제품 ","금속제,폴리프로필렌,도자기제,불소수지,폴리아미드,폴리시클로헥산-1,4-디메틸렌테레프탈레이트"
주식회사 하나피아,297,"과자,소스,과채가공품,두류가공품,기타 수산물가공품,초콜릿 ,빵류,냉동 농산물 ,견과 ","과자,유탕면,소스,두류가공품,기타 수산물가공품,초콜릿가공품,빵류,세이터(열매,냉동),땅콩 또는 견과류가공품,과.채가공품"
농심태경(주),297,"과채가공품,식품용 폴리에틸렌 제품 ,소스,정제/가공을거쳐야하는식품원료,올리브유","과.채가공품,폴리에틸렌,소스,정제,가공을거쳐야하는식품원료,올리브유"
(주)선명농수산,295,"견과 ,과채가공품,초콜릿 ","땅콩 또는 견과류가공품,과.채가공품,호두(견과,건조),아몬드(견과,건조),초콜릿가공품,캐슈(견과,건조),마카다미아(견과,건조),피칸(견과,건조),브라질넛(견과,건조),피스타치오(견과,건조)"
주식회사 비알피,291,"식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 금속제품 ","폴리프로필렌,폴리에틸렌테레프탈레이트,폴리에틸렌,금속제"
주식회사 더드립,290,"원두 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","커피원두(씨앗,건조),폴리프로필렌,폴리에틸렌"
(주)빙채,289,"냉동 농산물 ,과채가공품","과.채가공품,호박(열매,냉동),마늘(뿌리,냉동),브로콜리(냉동),파(냉동),고추(열매,냉동),엇갈이배추(잎,냉동),고려엉겅퀴/곤드레(잎,냉동),양파(냉동),아욱(잎,냉동),당근(뿌리,냉동),생강(뿌리,냉동),유채(전초,냉동),고사리(냉동),냉이(잎,냉동),피망(열매,냉동)"
주식회사 반디,287,"식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","폴리프로필렌,금속제,폴리에틸렌,불소수지,도자기제,아크릴로니트릴-부타디엔-스티렌 공중합체,나무제"
(주)서하,286,기타 수산물가공품,기타 수산물가공품
(주)대진엠에스,286,"만두 ,잼 ,당류가공품,기타 수산물가공품","만두,기타잼,당류가공품,기타 수산물가공품"
유니레버코리아(주),286,"아이스크림 ,소스,토마토캐첩/ 마요네즈","아이스크림,비유지방아이스크림,소스,마요네즈"
에고이즘,286,"식품용 도자기제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ,식품용 금속제품 ","도자기제,폴리염화비닐,폴리에틸렌,금속제,폴리스티렌,폴리프로필렌,고무제"
주식회사트러스트컴퍼니,284,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 폴리에틸렌 제품 ","도자기제,금속제,폴리프로필렌,폴리에틸렌,불소수지"
주)에스에이치에스,281,"빵류,과자","빵류,과자"
진영무역,281,"냉동 농산물 ,소스,과채가공품,두류가공품,기타 수산물가공품","파(냉동),당근(뿌리,냉동),양파(냉동),피망(열매,냉동),고추(열매,냉동),부추(잎,냉동),양배추(잎,냉동),소스,과.채가공품,두류가공품,시금치(잎,줄기,냉동),기타 수산물가공품,호박(열매,냉동)"
이니시아,278,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,엠에스엠,복합영양소제품","영양소,기능성복합제품,프로폴리스추출물,프로바이오틱스,복합영양소제품,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
알찬마루,275,김치,김치
(주)케이에스아이트레이딩,275,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,복합영양소제품,건강기능식품용 올리고당 ,엠에스엠","영양소,기능성복합제품,복합영양소제품,복합기능성제품,키토산/키토올리고당,프로폴리스추출물"
주식회사 비노에이치,272,과실주,과실주
주식회사 아월,270,"과자,소스,기타 수산물가공품,과채가공품,만두 ,당류가공품,빵류,식품용 금속제품 ,과.채주스,냉동 농산물 ,두류가공품,식품용 폴리프로필렌 제품 ,견과 ","과자,소스,기타 수산물가공품,건면,과.채가공품,당류가공품,만두,빵류,과.채주스,유탕면,폴리프로필렌,두류가공품,금속제,땅콩 또는 견과류가공품,용안/용안육(헛씨껍질(가종피),냉동),만두피,토란(뿌리줄기,냉동),얌(뿌리,냉동),폴리스티렌,고무제"
(주)우성엠에프,270,"원두 ,식품용 폴리프로필렌 제품 ","커피원두(씨앗,건조),폴리프로필렌"
주식회사 뮤제오,269,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ,원두 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,고무제,금속제,도자기제,커피원두(씨앗,건조),폴리에틸렌,폴리아미드,폴리에틸렌테레프탈레이트,폴리페닐렌에테르,폴리에테르에테르케톤"
주식회사 유성물산,268,과채가공품,과.채가공품
주식회사 웰넛,267,"견과 ,과채가공품","호두(견과,건조),아몬드(견과,건조),땅콩 또는 견과류가공품,캐슈(견과,건조),과.채가공품,피칸(견과,건조),마카다미아(견과,건조),피스타치오(견과,건조)"
(주)지엔씨푸드,266,"기타 수산물가공품,빵류,소스,과.채주스","기타 수산물가공품,빵류,과.채주스"
메타베브코리아(주),266,"위스키,과실주","위스키,과실주"
H&M 헤네스 앤 모리츠,266,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ","도자기제,금속제,폴리프로필렌"
대상(주),265,"정제/가공을거쳐야하는식품원료,과채가공품,버터 ,견과 ,기타 수산물가공품,두류가공품,만두 ,올리브유,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ","정제,가공을거쳐야하는식품원료,과.채가공품,땅콩버터,땅콩 또는 견과류가공품,기타 수산물가공품,두류가공품,만두,올리브유,폴리에틸렌,아크릴로니트릴-부타디엔-스티렌 공중합체"
주식회사 제이스텍,264,"식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 도자기제품 ","금속제,폴리에틸렌,폴리프로필렌,폴리아세탈,불소수지,폴리염화비닐,폴리에틸렌테레프탈레이트,아크릴로니트릴-부타디엔-스티렌 공중합체,폴리페닐렌에테르"
예스통상(주),262,"잼 ,과자,초콜릿 ,토마토캐첩/ 마요네즈,소스","잼,과자,초콜릿가공품,밀크초콜릿,준초콜릿,토마토케첩,소스"
(주)빙그레,261,"분유 ,과자,버터 ,치즈 ,정제/가공을거쳐야하는식품원료,과채가공품,식물성크림/ 유크림 ,견과 ,두류가공품,빵류,초콜릿 ,발효유 ","혼합분유,과자,정제,가공을거쳐야하는식품원료,가공버터,자연치즈,과.채가공품,가공유크림,두류가공품,버터,빵류,탈지분유,피칸(견과,건조),밀크초콜릿,가공치즈,캐슈(견과,건조),아몬드(견과,건조),브라질넛(견과,건조),발효유분말,전지분유,유크림"
(주)투데이,261,"과자,초콜릿 ,빵류,소스","과자,초콜릿가공품,빵류,소스,밀크초콜릿,초콜릿,준초콜릿"
(주)공차코리아,261,"당류가공품,식품용 폴리에틸렌 제품 ,식물성크림/ 유크림 ,식품용 폴리프로필렌 제품 ,식품용 금속제품 ,과채가공품","당류가공품,식물성크림,폴리프로필렌,폴리에틸렌테레프탈레이트,과.채가공품,폴리에틸렌,폴리아미드,금속제"
주식회사 제이씨월드,261,"과채가공품,냉동 농산물 ,발효유 ","과.채가공품,포도(열매,냉동),발효유분말,딸기(열매,냉동)"
대상웰라이프(주),261,"식품용 폴리에틸렌 제품 ,두류가공품,식품용 폴리프로필렌 제품 ","폴리에틸렌,두류가공품"
(주)가온리빙,260,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,고무제,아크릴로니트릴-스티렌 공중합체,금속제,폴리에틸렌,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,불소수지"
(주)동성글로벌,259,"과채가공품,초콜릿 ","과.채가공품,초콜릿가공품"
주식회사 제이쿱글로벌,258,"과채가공품,우유 ,올리브유,두류가공품,견과 ,식물성크림/ 유크림 ","과.채가공품,우유,올리브유,두류가공품,땅콩 또는 견과류가공품,식물성크림"
코리아타이,258,"소스,과자,과채가공품,당류가공품,두류가공품,기타 수산물가공품,식물성크림/ 유크림 ,견과 ","소스,과자,과.채가공품,당류가공품,두류가공품,기타 수산물가공품,식물성크림,건면"
(주)재호식품,258,"기타 수산물가공품,과채가공품,냉동 농산물 ,빵류,두류가공품","기타 수산물가공품,과.채가공품,호박(열매,냉동),패션프루트(열매,냉동),빵류,브로콜리(냉동),그린콩풋콩(냉동),두류가공품,리치(열매,냉동),망고스틴(열매,냉동),아스파라거스(순,냉동),람부탄(열매,냉동),자주양배추/콜리플라워(꽃봉오리,냉동)"
서울우유거창공장,258,"치즈 ,식품용 폴리프로필렌 제품 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ","자연치즈,폴리프로필렌,금속제,폴리에틸렌테레프탈레이트"
가우인터내셔날(주),257,"견과 ,초콜릿 ,당류가공품,소금 ,과자,과채가공품,분유 ,버터 ","땅콩 또는 견과류가공품,준초콜릿,초콜릿,당류가공품,기타소금,밀크초콜릿,과자,과.채가공품,혼합분유,땅콩버터,화이트초콜릿,캐슈(견과,건조),아몬드(견과,건조),초콜릿가공품"
페레로 아시아 리미티드 한국지점,257,"초콜릿 ,과자","초콜릿가공품,준초콜릿"
플라잉타이거코리아 주식회사,257,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ","폴리프로필렌,금속제,도자기제,폴리에틸렌,고무제,아크릴로니트릴-부타디엔-스티렌 공중합체,나무제,폴리에틸렌테레프탈레이트,불소수지,무착색유리제"
베리스 주식회사,256,"식품용 도자기제품 ,식품용 금속제품 ","도자기제,금속제"
(주)하나푸드코퍼레이션,254,김치,김치
(주)아스펜코리아,253,"당류가공품,식품용 금속제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","당류가공품,폴리에틸렌"
구찌코리아 유한책임회사,253,"식품용 도자기제품 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ","도자기제,금속제,폴리프로필렌"
(주)명진무역,252,"과채가공품,과자,견과 ","과.채가공품,과자,땅콩 또는 견과류가공품"
산호상사(주),252,기타 수산물가공품,기타 수산물가공품
실드에어코리아(주),252,"식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","폴리에틸렌,폴리에틸렌테레프탈레이트,폴리프로필렌"
타이거인터내셔날 주식회사,251,과실주,과실주
(주)인터와인,251,"과실주,위스키","과실주,위스키"
(주)시아스,251,"두류가공품,냉동 농산물 ,과채가공품,소스,소금 ,버터 ,빵류","두류가공품,블루베리(열매,냉동),과.채가공품,당근(뿌리,냉동),양파(냉동),피망(열매,냉동),소스,파(냉동),호박(열매,냉동),가공소금,가공버터,빵류"
이지메디칼,251,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,엠에스엠,복합영양소제품","영양소,기능성복합제품,복합기능성제품,복합영양소제품,EPA 및 DHA 함유 유지"
주식회사 시현,250,"기타 수산물가공품,두류가공품","기타 수산물가공품,두류가공품"
하나그린통상,250,김치,김치
디케이에스에이치코리아(주),250,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ","금속제,도자기제,폴리에틸렌,불소수지,폴리프로필렌,고무제,아크릴로니트릴-부타디엔-스티렌 공중합체,폴리아미드,폴리에틸렌테레프탈레이트"
주식회사 신도,249,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ,식품용 도자기제품 ","금속제,폴리프로필렌,아크릴로니트릴-부타디엔-스티렌 공중합체,폴리에틸렌,폴리에틸렌테레프탈레이트,아크릴수지,폴리스티렌,고무제,폴리아세탈,아크릴로니트릴-스티렌 공중합체,도자기제,폴리카보네이트"
광인상사(주),246,"식품용 도자기제품 ,식품용 금속제품 ,식품용 불소수지 제품 ","도자기제,금속제,고무제"
(주)큐로홀딩스,243,"식품용 금속제품 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,폴리아세탈,도자기제,고무제,폴리에틸렌"
제이에이치 컴퍼니,243,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 불소수지 제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ","금속제,폴리프로필렌,불소수지,고무제,폴리아세탈,폴리아미드,폴리시클로헥산-1,4-디메틸렌테레프탈레이트,폴리에틸렌테레프탈레이트"
(주)쉬젤,243,"식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ","불소수지,폴리프로필렌,금속제,고무제"
(주)윈비어,242,"맥주,과실주","맥주,과실주"
주식회사 인코트레이딩,241,"소스,과자,당류가공품,과채가공품,냉동 농산물 ,견과 ,초콜릿 ,식품용 폴리프로필렌 제품 ,기타 수산물가공품","소스,과자,당류가공품,과.채가공품,유탕면,고추(열매,냉동),땅콩 또는 견과류가공품,초콜릿가공품,기타 수산물가공품,과.채음료,혼합음료"
마틴브라워코리아천안지점,240,"빵류,기타 수산물가공품,과채가공품,버터 ,치즈 ,식품용 금속제품 ,식품용 폴리에틸렌 제품 ,견과 ,당류가공품","빵류,기타 수산물가공품,과.채가공품,땅콩버터,가공치즈,금속제,폴리에틸렌테레프탈레이트,땅콩 또는 견과류가공품,당류가공품"
롯데상사(주),240,"기타 수산물가공품,정제/가공을거쳐야하는식품원료,과채가공품,과.채주스,소스,초콜릿 ,건강기능식품용 유지 ","기타 수산물가공품,정제,가공을거쳐야하는식품원료,과.채가공품,과.채주스,초콜릿,감마리놀렌산 함유 유지"
(주)퍼스카,239,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,복합영양소제품,엠에스엠,견과 ,식품용 폴리프로필렌 제품 ","영양소,기능성복합제품,복합영양소제품,감마리놀렌산 함유 유지,마리골드꽃추출물,땅콩 또는 견과류가공품,EPA 및 DHA 함유 유지,포스파티딜세린,성장기용조제식"
다미가식품 주식회사,238,김치,김치
(주)바이마르코리아,238,"식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ","금속제,불소수지,폴리프로필렌,폴리우레탄,고무제,폴리에틸렌,나무제"
(주)세미원푸드,237,"빵류,과채가공품,만두 ,냉동 농산물 ,기타 수산물가공품,두류가공품","빵류,과.채가공품,만두,호박(열매,냉동),만두피,기타 수산물가공품,두류가공품"
주식회사코스모팜,237,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,복합영양소제품,엠에스엠","영양소,기능성복합제품,복합영양소제품,EPA 및 DHA 함유 유지,감마리놀렌산 함유 유지,프로폴리스추출물"
(주)신우티피에스,236,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","폴리프로필렌,고무제,금속제,불소수지,폴리스티렌,도자기제,아크릴로니트릴-부타디엔-스티렌 공중합체"
브레빌코리아 유한회사,235,"식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ,식품용 폴리에틸렌 제품 ","폴리프로필렌,불소수지,폴리아미드,금속제,고무제,폴리에틸렌,폴리에틸렌테레프탈레이트,폴리이미드,폴리아세탈"
베스트로(주),234,"버터 ,식물성크림/ 유크림 ,치즈 ,소스,우유 ","버터,가공버터,자연치즈,소스,가공유크림,유크림,우유"
디비바이오 주식회사,234,"영양소/기능성복합제품,건강기능식품용 추출물 ,건강기능식품용 유지 ,엠에스엠,복합영양소제품","영양소,기능성복합제품,복합영양소제품,엠에스엠(MSM, Methyl sulfonylmethane, 디메틸설폰)"
주식회사와이제이무역,233,김치,김치
(주)태명종합식품,232,"소스,두류가공품,과자,과채가공품,소금 ","소스,두류가공품,과자,과.채가공품,가공소금"
주식회사 지성비엔씨,230,"초콜릿 ,당류가공품,식물성크림/ 유크림 ","초콜릿,당류가공품,준초콜릿,식물성크림,화이트초콜릿,밀크초콜릿,초콜릿가공품,가공유크림"
빔산토리코리아 유한회사,230,"위스키,식품용 폴리에틸렌 제품 ","위스키,폴리에틸렌테레프탈레이트"
주식회사 호프인터내셔널,229,"식품용 금속제품 ,소스,잼 ,식품용 도자기제품 ,식품용 폴리프로필렌 제품 ,기타 수산물가공품,당류가공품,식품용 불소수지 제품 ,올리브유,초콜릿 ,소금 ","금속제,소스,폴리프로필렌,잼,도자기제,불소수지,기타잼,기타 수산물가공품,당류가공품,올리브유,초콜릿가공품,고무제,아크릴수지,가공소금,기타소금,폴리아미드"
황제푸드,229,김치,김치
주)홈파워코리아,229,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 도자기제품 ,식품용 불소수지 제품 ","금속제,폴리프로필렌,고무제,불소수지,도자기제"
미립물산(주),226,"초콜릿 ,분유 ,과채가공품,식물성크림/ 유크림 ,당류가공품,두류가공품,버터 ,견과 ","준초콜릿,혼합분유,과.채가공품,초콜릿,화이트초콜릿,밀크초콜릿,유크림,당류가공품,두류가공품,코코아버터,식물성크림,아몬드(견과,건조),호두(견과,건조)"
퍼플독 인터내셔날,225,"과실주,식품용 금속제품 ,식품용 폴리에틸렌 제품 ","과실주,폴리에틸렌테레프탈레이트"
(주)아베,224,당류가공품,당류가공품
(주)엠아이커피,224,"원두 ,식품용 금속제품 ,식품용 불소수지 제품 ,식품용 폴리에틸렌 제품 ,식품용 폴리프로필렌 제품 ","커피원두(씨앗,건조),폴리프로필렌,폴리에틸렌"
(주)티파니코리아,224,"식품용 도자기제품 ,식품용 금속제품 ","도자기제,금속제"
(주)에프앤지코리아,223,"당류가공품,잼 ,과자,견과 ,식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식물성크림/ 유크림 ,식품용 폴리에틸렌 제품 ","당류가공품,기타잼,과자,땅콩 또는 견과류가공품,잼,폴리프로필렌,식물성크림,금속제,고무제,폴리아미드,폴리에틸렌테레프탈레이트,폴리스티렌"
더블유에스통상 주식회사,223,과실주,과실주
케이.제이.와이,222,"식품용 금속제품 ,식품용 폴리프로필렌 제품 ,식품용 폴리에틸렌 제품 ","금속제,폴리프로필렌,페놀수지,폴리에틸렌"
송은통상(주),221,"정제/가공을거쳐야하는식품원료,과.채주스,올리브유,치즈 ,과자,소스,소금 ","정제,가공을거쳐야하는식품원료,과.채주스,올리브유,가공치즈,과자,소스,가공소금"
